Data Source,nData,percentile,Lower Bound,Upper Bound,True Value,Repetition Index
pareto,30,0,-0.010004396705692932,0.020680050987854616,0.005,143
pareto,30,0,-0.008649365587908511,0.009680360326384705,0.005,144
pareto,30,0,-0.027241362173056893,0.05507929917099415,0.005,145
pareto,30,0,0.0,0.0,0.005,146
pareto,30,0,-0.018705054619108447,0.042515258488658704,0.005,147
pareto,30,0,0.0,0.0,0.005,148
pareto,30,0,-0.014303233115542248,0.024746306357294443,0.005,149
pareto,30,0,-0.007088431357767622,0.008678379005523774,0.005,150
pareto,30,0,-0.008542202556273573,0.01755995446548754,0.005,151
pareto,30,0,0.0016650441522663777,0.028549815800514605,0.005,152
pareto,30,0,-0.010531727880747709,0.027491103833477113,0.005,153
pareto,30,0,-0.006419003995642141,0.022576273060904626,0.005,154
pareto,30,0,-0.02759515522703386,0.05401349049440342,0.005,155
pareto,30,0,0.0,0.0,0.005,156
pareto,30,0,-0.007866299822012356,0.01078988955982144,0.005,157
pareto,30,0,-0.001885917516234401,0.0019872552669334496,0.005,158
pareto,30,0,-0.014733388437263429,0.023370702380821513,0.005,159
pareto,30,0,0.0,0.0,0.005,160
pareto,30,0,-0.011362494520143119,0.027475079881694387,0.005,161
pareto,30,0,-0.004342311487905767,0.02507177901259212,0.005,162
pareto,30,0,-0.008419209195409479,0.011220231639086094,0.005,163
pareto,30,0,0.0,0.0,0.005,164
pareto,30,0,0.0,0.0,0.005,165
pareto,30,0,-0.008444232457685056,0.012068583700431615,0.005,166
pareto,30,0,-0.004479390790229866,0.017035677993703563,0.005,167
pareto,30,0,-0.0043723097556416365,0.005152274309384287,0.005,168
pareto,30,0,-0.0018335300750041044,0.036081470445289886,0.005,169
pareto,30,0,-5.0525411667217513e-08,5.117552105576221e-08,0.005,170
pareto,30,0,-0.014443811499457096,0.02227782625888227,0.005,171
pareto,30,0,0.0,0.0,0.005,172
pareto,30,0,-0.001539589695897908,0.0016597102309922449,0.005,173
pareto,30,0,-0.014479812926896797,0.02614474871845165,0.005,174
pareto,30,0,-0.008689876399268005,0.018689242581312337,0.005,175
pareto,30,0,-0.0019451922402607539,0.0021269123923297406,0.005,176
pareto,30,0,0.0,0.0,0.005,177
pareto,30,0,0.0,0.0,0.005,178
pareto,30,0,-0.019615958584757676,0.03237278313023222,0.005,179
pareto,30,0,-0.009192920587816726,0.015868567353245724,0.005,180
pareto,30,0,-4.565849918256857e-06,4.725762590494217e-06,0.005,181
pareto,30,0,0.0,0.0,0.005,182
pareto,30,0,0.0,0.0,0.005,183
pareto,30,0,-0.006516707010302609,0.008995703863918776,0.005,184
pareto,30,0,0.0,0.0,0.005,185
pareto,30,0,-0.007705048868283804,0.011897467175221532,0.005,186
pareto,30,0,-0.012336868587079438,0.020478904222955185,0.005,187
pareto,30,0,-0.00397752996749224,0.004617747668567291,0.005,188
pareto,30,0,-0.0068083309799935555,0.007347112433769999,0.005,189
pareto,30,0,-0.00026729347296496227,0.0002746338762586941,0.005,190
pareto,30,0,0.0,0.0,0.005,191
pareto,30,0,-0.018550038780322835,0.036587915713139234,0.005,192
pareto,30,0,-0.009843934668387705,0.015865956445174842,0.005,193
