Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,5.890044740352223,4.592610056039799,4.409337532195206
1,5.448594944319455,4.254724520250245,4.089288119515874
2,7.20438110919991,5.5661238109688185,5.3178483578781535
3,5.812356728252089,4.508632629546536,4.323524164400412
4,5.835620438150533,4.516506128136783,4.321759527185662
5,4.7190063285622745,3.751766617470173,3.614798508221634
6,6.69954097771512,5.167804285676756,4.949548239690104
7,5.040514714210351,3.938651436025588,3.779634443476799
8,5.147048654057804,4.038671435968131,3.88731809010386
9,4.874667270380157,3.8091282285296195,3.6709822898147353
