Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,90.17594078280763,62.95730671175727,58.90083559666762
1,74.68239876411101,52.30344655942673,48.9702621455899
2,37.440961670124935,26.28958047142693,24.52644322619039
3,35.2364151707216,24.7620142448409,23.086501856981755
4,88.33558017178832,61.65536267204726,57.688642777458924
5,69.30546456823632,48.47288992374517,45.33242508700605
6,70.1585366689387,49.194582300756345,46.07311768294155
7,37.28030188303485,26.10334263368771,24.307606511615145
8,74.54420056740113,52.17480472564576,48.85348487462588
9,216.66065780293133,149.94571774173903,139.25101411568897
