Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,7.20765712462264,5.024211127936701,4.6547229285605
1,6.758715613081717,4.733799327164768,4.397776735773725
2,8.237886906868695,5.824562583719304,5.439296387517976
3,7.077079338674093,4.968568015679574,4.6184993428126155
4,6.662345827929158,4.705023780111533,4.395459801853518
5,6.080293412591303,4.196374427628383,3.869948877267819
6,7.892872649786271,5.558719451175234,5.181553299431574
7,6.094113452741301,4.288941257332513,3.987608680386164
8,6.295621984799148,4.4158055157627345,4.101944609187062
9,6.363982603328116,4.374554103291294,4.0261544684486115
