Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,17.12576682715696,13.267556523680643,12.694324832909654
1,19.972160850789855,15.213418007538321,14.51866087508797
2,22.98213197004702,17.40560507714772,16.571880601369237
3,31.983881873905908,23.648523609889445,22.384131560897025
4,13.380361748814254,10.446288493950693,10.05714492045696
5,59.82918149271181,42.396351743630845,39.18048389490454
6,18.11239497162964,13.873005058314488,13.260511449397681
7,32.62484201775581,24.079887651627523,22.78227415952955
8,19.00767362688147,14.524019684232712,13.86612723154575
9,13.557354478943275,10.538251639657485,10.113059175903405
