Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,18.16581770689085,13.434720909512372,12.72625198225758
1,21.541292149286924,15.659124592872466,14.764172733873401
2,24.17093272874441,17.60900487492634,16.626318295022987
3,33.1692230163391,23.845207350416242,22.45180244982666
4,15.444108316883833,11.243337273708365,10.574202861459293
5,60.30877065559972,42.734245611548275,39.90561095750695
6,19.541300071596307,14.311092646646518,13.515466297403943
7,33.67856044058468,24.218559964529796,22.806728854489208
8,20.359072269843942,14.858659334725992,14.020215005318835
9,15.01085596851906,11.08728161741795,10.48113058585651
