Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,6.644501972259398,4.816374029009337,4.529982247734257
1,6.235978144590494,4.520523100446587,4.24263362199992
2,7.755318227432684,5.6424022137321606,5.323115133628312
3,6.5440294868199675,4.728628023492494,4.44390022953513
4,6.269844900125757,4.5821861129317405,4.3279073368519
5,5.463424763768687,3.9538377500104898,3.71130124115449
6,7.394179975598881,5.3834884979944695,5.073252491729616
7,5.611848138962448,4.116711816143789,3.8818192828787117
8,5.798036628335678,4.265940322080982,4.028004728295057
9,5.7517061170691335,4.161966545952271,3.906540929759374
