Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,49.046600769744906,28.80723564947361,26.807499762826293
1,54.0301704460221,31.336796141470302,29.153980769037123
2,37.75818631700582,26.741469788278486,25.008930155615403
3,35.805150706594,24.51797669596029,23.015303425437843
4,54.61522654033162,31.504910114642563,29.313921161825697
5,50.33776446131369,29.32209210626967,27.346627512584398
6,52.577908053703396,30.976934991245933,28.886062516920425
7,38.11709842487226,27.28932553937367,25.548221463638424
8,49.54132956167886,28.827398963309406,26.94391523573406
9,76.77969572512382,43.24312252855499,40.09072026844205
