Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,11.881757575761252,10.370002161661834,10.086694358193537
1,12.285980394154775,10.454952448984443,10.091641765792541
2,12.596761668629352,10.668764596780854,10.298589158985942
3,14.25448186377172,11.797020018930718,11.3217703598305
4,11.827386600982926,10.302307654643107,10.02983882673609
5,15.445377300046879,11.314960523071989,10.725011440175724
6,11.786892726248658,10.061657079499355,9.714983764021454
7,14.452639882796582,12.058653704073393,11.596683208243107
8,13.042863850728523,11.055084956445384,10.660315783515323
9,12.394149146930827,10.410042541264172,9.97991140120359
