Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,30.674838630082977,20.259545384174594,17.950553079360574
1,15.50700042286677,11.229780203357654,10.621597374942606
2,21.816792463333037,15.544297630794851,14.662541168712803
3,21.854495278920407,15.488679535147114,14.599105679971661
4,13.995943572018593,10.136363499647526,9.58630458196994
5,38.47168657243814,25.910004886485495,23.439458879757044
6,15.924724084190686,11.5241153260063,10.89497372030123
7,37.27205262852058,24.709894515363892,22.06795610806083
8,18.509986929633644,13.317991348844085,12.586233582424082
9,16.986531748311954,12.172997484345665,11.502091004462354
