Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,17.655974192819805,13.324046925723579,12.68510230851994
1,20.860116752070795,15.445546633384375,14.636596914457119
2,23.60874658920114,17.48967410233813,16.575861764980516
3,32.67670570901018,23.74945515515341,22.41354830267603
4,14.556118492750068,10.898177802478425,10.347055276026865
5,60.07279442319191,42.54729860552306,39.14453810369831
6,18.933995760772326,14.138584230398362,13.429403651962776
7,33.17955297258809,24.138802843817494,22.782690324501907
8,19.75409364969892,14.7399509152936,13.995391437330861
9,14.434440966338801,10.843507611871729,10.277847224107578
