Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,90.78041722846497,60.254184773166884,54.18725572870386
1,82.66276179517405,59.93912840961934,55.634289691603925
2,54.001192745288115,40.52815941470979,38.456030378188714
3,51.410289396403066,38.49482984314767,36.50602201175777
4,92.51116924075002,65.03777191279947,59.42288644853785
5,79.78020728119326,57.61367269156388,53.251195659036966
6,79.37346664861873,57.7478637886169,53.211262557733235
7,54.43489532715331,40.82409160482062,38.74420106045437
8,81.65289691332666,58.15995244201605,53.27432294660966
9,173.28058685266967,97.89826468461997,87.9570152109296
