Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,11.753007568721381,9.813644490781272,9.457623177487893
1,11.548611247074714,9.587924104315784,9.230690186429598
2,11.36224499955,9.428522331888864,9.020120104478835
3,12.401886184127251,10.08408187392537,9.639132468988986
4,11.585539693449423,9.661159834381818,9.29002505123362
5,13.292563421042209,10.358867155660079,9.812089344371483
6,10.984972790837736,9.229870731928377,8.910979237618344
7,12.630419775670752,10.250632210816335,9.750209592038537
8,12.096567212960814,9.997493812407738,9.562792974092964
9,11.149502051135325,9.286154288435878,8.944530914165803
