Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,11.616933296138587,6.400777391786885,5.931191082561648
1,8.483933115374757,5.550858933832432,5.1737952398157745
2,11.31474021741211,6.646597037196753,6.162144079612154
3,10.940788552229973,6.103288502782178,5.6641374067273915
4,7.89092218121224,5.601847754352994,5.198572429860615
5,13.962072053604896,7.651356605497314,7.058946094063037
6,8.692215129411723,5.696492249442007,5.271888844220443
7,13.526492764558963,7.4029706584941675,6.853965228295255
8,9.90439583344926,6.240190838725523,5.802711567443804
9,8.93658199251935,5.498297392670706,5.1010846695419385
