Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,11.389544106818612,9.598422881195262,9.299659185730356
1,11.220776537739772,9.282797690076105,8.961106012094476
2,11.06275953861492,9.258704721617827,8.937280530051481
3,12.076171460882154,9.759529961383304,9.399565073161641
4,11.256481443100995,9.488013927040207,9.165889997418471
5,12.924852727297798,9.832456184696952,9.487659357647379
6,10.672541343296846,9.056061919757784,8.765781105924503
7,12.299455614343303,9.939476035680794,9.562654478868804
8,11.778422934462373,9.735667915680128,9.376172319184757
9,10.831441307313069,8.98050322111007,8.69515317314285
