Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,54.04643108941653,30.026784819537717,27.905868416527458
1,57.131653122182996,32.639374598039865,30.266042386105006
2,38.95997420458139,27.753766590728645,25.782356371041473
3,36.94725342372996,25.610092966099376,23.84114233953623
4,59.70982551479499,32.81295931043272,30.434457380114846
5,54.72745223913229,30.682552081192284,28.518529109316233
6,55.23201216181219,32.35741887749259,30.04127892980557
7,39.28873224105806,28.413154135994667,26.38611380321024
8,54.94950831064111,30.419981482044708,28.253233684863567
9,85.15782173498863,45.55565866938329,42.11705492852683
