Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,54.370524507317896,31.860594592616916,29.914397741656582
1,58.32251872754603,34.096652988507316,32.012751155158305
2,40.60016039325821,28.494372687574995,26.887187242633573
3,38.61341948075024,26.589412150764154,25.098297267618708
4,60.23757461998691,34.85766012726509,32.611514058090464
5,54.616324426790314,32.13383719151645,30.176713784338993
6,56.804799215400465,33.67118027490643,31.65395485686129
7,40.82767839463182,29.371123020000663,27.69760954858806
8,52.614004580072326,31.34164080350518,29.484909266602536
9,88.1091062228074,49.12021873814575,45.76338795732971
