Experiment Repetition Index,"(0,KS)","(1,KS)","(2,KS)","(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,0.07473601755354661,0.028563484542757363,0.01641037745506722,0.0965999920091504,0.026115678371202378,0.013994614946937765
1,0.08273601755351762,0.028910445411050954,0.01650008733570321,0.1140489801217315,0.030264906127591862,0.01593939946383092
2,0.08873601766000924,0.02990961055415494,0.01741018645782543,0.12087641858205543,0.03339862139509665,0.017503730169195444
3,0.08473601755352972,0.029883548555949612,0.01669054306671286,0.1419636420713823,0.03431345592079132,0.01793105364956668
4,0.07673601755353929,0.029864567826655267,0.017002708040786404,0.07997048904179452,0.025210726699028733,0.013428815088433407
5,0.09473601755507594,0.03152760090294317,0.01835685858748648,0.20303755539438445,0.03691639796393179,0.020352444197779204
6,0.07873601755353021,0.02901778779765254,0.016332234358295863,0.10306596787100332,0.02788191075781684,0.014874301762507732
7,0.08473601755358817,0.029401931986101117,0.016991166087318068,0.14612136771124976,0.034580136705861436,0.018210117571428788
8,0.07873601755352805,0.028283228742443368,0.015976727407602264,0.10647602642582482,0.02912423715028395,0.015588332939260903
9,0.07673601755355723,0.02451545813567415,0.014206492018479755,0.06848068046631572,0.020557232644945925,0.010792854238611625
10,0.08673601755369578,0.03226091140132493,0.018442837542881375,0.1320042876594363,0.034307105916893066,0.01773289531958815
11,0.07873601755983985,0.027214905075731686,0.015512467396123235,0.12516756461732453,0.03334826076772807,0.017211321032063034
12,0.07473601822467033,0.02793751254016218,0.016199430353076135,0.10224329269594168,0.026769540295415603,0.014212543551502624
13,0.08073601755934547,0.02979184220525864,0.017054874963643798,0.12202145915838263,0.03303933352297306,0.01723496375753033
14,0.08073601755352561,0.02997114771207788,0.0173242953982978,0.1267086121170594,0.03396800037326438,0.017645034294462618
15,0.07073601755357914,0.027181409854109714,0.01542919852575419,0.08335653988640986,0.022661147967257895,0.011992071959523573
16,0.08473601755353852,0.027391240254451693,0.015322554775676733,0.12872278098929302,0.03285535627207311,0.016961987999087172
17,0.07273601755429204,0.027339379355745336,0.015470086059074944,0.09678974138634137,0.025732758506821166,0.013658539479849973
18,0.07873601817769331,0.02839654841827328,0.016792884092304297,0.1290133494325964,0.034379851953098645,0.01794290458727684
19,0.07473601755431325,0.025806640643500307,0.01496930982082197,0.07921540879159387,0.022383671737836,0.011861072689607264
20,0.0707360194778996,0.03018038273636686,0.01723049499501879,0.1161467671407751,0.032146887563540935,0.016921258009633365
21,0.07873601755352805,0.02905088499193214,0.016650230274734994,0.10602136157795902,0.028551570344384852,0.015207535094455209
22,0.08273601755353607,0.03149185474757166,0.01837009774675789,0.13487484259124874,0.036551917444472566,0.01919384272321086
23,0.06673601755434772,0.02409640135793189,0.01393321634931768,0.0761978455235548,0.019354273185886534,0.010228530440223975
24,0.08073601755354143,0.028945059820549048,0.01651576816722242,0.11749571858835252,0.03198816020488558,0.016820776981904338
25,0.07473601755431325,0.026727936286138308,0.015732749809886447,0.09310046835454586,0.025105493915053817,0.013370508305868379
26,0.08273601755353957,0.029614780844456887,0.016909678562321274,0.11250558890679391,0.03055790277970087,0.016218700553467337
27,0.08473601755353852,0.033238681080630696,0.018712410110940894,0.14212194313499077,0.03433610767816315,0.017927831656952477
28,0.08673601755350951,0.033985810513634085,0.019099863652013504,0.1484291653544224,0.0373515395139815,0.019875929532339215
29,0.09473601755834613,0.027210389110909578,0.015334623680571351,0.15078255358324893,0.03384345099847401,0.017675648933287522
