Data Source,nData,percentageLHS,Lower Bound,Upper Bound,True Value,Repetition Index
pareto,30,0.9,0.0001340182388853764,0.006677887079499523,0.005,0
pareto,30,0.9,0.005221289593646411,0.009404290589839399,0.005,1
pareto,30,0.9,0.002390739232862984,0.010851058592652904,0.005,2
pareto,30,0.9,0.002912855342984777,0.002912855342984777,0.005,3
pareto,30,0.9,-0.0013538601707139362,0.007840788992747955,0.005,4
pareto,30,0.9,0.0002895477781636693,0.006855908036924627,0.005,5
pareto,30,0.9,0.002100380224986755,0.009609556095201664,0.005,6
pareto,30,0.9,-0.0004771206613510288,0.00596902768722637,0.005,7
pareto,30,0.9,0.004487400586131618,0.004487400586131618,0.005,8
pareto,30,0.9,0.003597532398442566,0.012742228614156565,0.005,9
pareto,30,0.9,0.0035911999362407965,0.0035911999362407965,0.005,10
pareto,30,0.9,0.003014121215765053,0.003014121215765053,0.005,11
pareto,30,0.9,0.0034921092861133207,0.0034921092861133207,0.005,12
pareto,30,0.9,0.00040236446662529667,0.008561107366946978,0.005,13
pareto,30,0.9,0.006030344681672295,0.006030344681672295,0.005,14
pareto,30,0.9,0.004311539857070202,0.004311539857070202,0.005,15
pareto,30,0.9,0.0001307903805761075,0.0068548210566348475,0.005,16
pareto,30,0.9,0.002722819668613448,0.011618354083788557,0.005,17
pareto,30,0.9,0.006217098258813891,0.006217098258813891,0.005,18
pareto,30,0.9,0.005513638321104386,0.005513638321104386,0.005,19
pareto,30,0.9,0.0011948877410688564,0.009389170364295724,0.005,20
pareto,30,0.9,0.004169169747329571,0.004169169747329571,0.005,21
pareto,30,0.9,0.00396508871289885,0.009260467053799928,0.005,22
pareto,30,0.9,0.003657404608905157,0.003657404608905157,0.005,23
pareto,30,0.9,0.0043861751705425835,0.0043861751705425835,0.005,24
pareto,30,0.9,0.0022914172156470037,0.010671931162954043,0.005,25
pareto,30,0.9,0.002290218486589268,0.002290218486589268,0.005,26
pareto,30,0.9,0.0015880637599687893,0.009483621001463044,0.005,27
pareto,30,0.9,0.00021939105278609254,0.006322932588558938,0.005,28
pareto,30,0.9,0.004638946163186089,0.004638946163186089,0.005,29
pareto,30,0.9,0.00526233024916839,0.00526233024916839,0.005,30
pareto,30,0.9,0.007809997273432267,0.007809997273432267,0.005,31
pareto,30,0.9,0.0034181090542702466,0.0034181090542702466,0.005,32
pareto,30,0.9,0.001276850235350434,0.008122224949202107,0.005,33
pareto,30,0.9,0.005408357151126952,0.008788386878727515,0.005,34
pareto,30,0.9,0.006132578483404723,0.006132578483404723,0.005,35
pareto,30,0.9,0.004830013365325857,0.004830013365325857,0.005,36
pareto,30,0.9,0.004900110416155049,0.004900110416155049,0.005,37
pareto,30,0.9,0.004300872233766186,0.01353111580135347,0.005,38
pareto,30,0.9,0.0018504628134216273,0.009563079172049927,0.005,39
pareto,30,0.9,0.004467455886381092,0.004467455886381092,0.005,40
pareto,30,0.9,0.0061532592783258185,0.0061532592783258185,0.005,41
pareto,30,0.9,0.005551281381815509,0.005551281381815509,0.005,42
pareto,30,0.9,0.005793076698886057,0.005793076698886057,0.005,43
pareto,30,0.9,0.00012140699384764059,0.006502532552494242,0.005,44
pareto,30,0.9,-0.0009616749580968319,0.0030237570911988486,0.005,45
pareto,30,0.9,0.0025616859950656915,0.0025616859950656915,0.005,46
pareto,30,0.9,0.0014421998238633876,0.011642113774064334,0.005,47
pareto,30,0.9,0.00025115811594275325,0.006479988043065585,0.005,48
pareto,30,0.9,0.0017783188120998905,0.008867690329020614,0.005,49
pareto,30,0.9,0.0029092852836774463,0.0029092852836774463,0.005,50
pareto,30,0.9,0.0,0.0,0.005,51
pareto,30,0.9,0.005869768548903309,0.005869768548903309,0.005,52
pareto,30,0.9,-0.0004397614795779027,0.007524792899011277,0.005,53
pareto,30,0.9,-0.000784809303421112,0.010021286557586299,0.005,54
pareto,30,0.9,0.002750976422465006,0.00822511543211481,0.005,55
pareto,30,0.9,0.005131665753950765,0.005131665753950765,0.005,56
pareto,30,0.9,0.0044754791120633075,0.007386421374266834,0.005,57
pareto,30,0.9,0.005511052389236904,0.005511052389236904,0.005,58
pareto,30,0.9,0.004853099061259732,0.004853099061259732,0.005,59
pareto,30,0.9,0.003929224427859902,0.0074626398750358355,0.005,60
pareto,30,0.9,0.0016388233823044095,0.010347300618581868,0.005,61
pareto,30,0.9,0.003846038975828737,0.009481977562129916,0.005,62
pareto,30,0.9,0.0004750802556662947,0.006651503568503124,0.005,63
pareto,30,0.9,-0.0003500520593060524,0.00463718558063587,0.005,64
pareto,30,0.9,0.0036785622660955755,0.0036785622660955755,0.005,65
pareto,30,0.9,0.0066829730389644905,0.012026828109675336,0.005,66
pareto,30,0.9,0.00599119616052084,0.00599119616052084,0.005,67
pareto,30,0.9,0.003518663332887967,0.00922956085668643,0.005,68
pareto,30,0.9,0.00453711843952922,0.00453711843952922,0.005,69
pareto,30,0.9,0.0018077142344874008,0.0018077142344874008,0.005,70
pareto,30,0.9,0.005406150333448424,0.005406150333448424,0.005,71
pareto,30,0.9,0.0021633377385587207,0.010393661801806323,0.005,72
pareto,30,0.9,0.0005728563529964791,0.010700274835641909,0.005,73
pareto,30,0.9,0.0056630622556105075,0.0056630622556105075,0.005,74
pareto,30,0.9,0.00286102222277278,0.00286102222277278,0.005,75
pareto,30,0.9,-0.0009549437886618395,0.004339987901786652,0.005,76
pareto,30,0.9,0.001751207729629413,0.004568831650771704,0.005,77
pareto,30,0.9,0.0005453521278388718,0.00826734085630142,0.005,78
pareto,30,0.9,0.0029206368966972667,0.010320824392267907,0.005,79
pareto,30,0.9,0.003976738420474924,0.003976738420474924,0.005,80
pareto,30,0.9,0.007225965013634772,0.007225965013634772,0.005,81
pareto,30,0.9,-0.0032485994926011747,0.005532652954238111,0.005,82
pareto,30,0.9,0.003888792970218032,0.003888792970218032,0.005,83
pareto,30,0.9,0.0024128882334719217,0.0024128882334719217,0.005,84
pareto,30,0.9,0.003848126875211911,0.008298343701368817,0.005,85
pareto,30,0.9,0.0019834999922870877,0.010370957305040316,0.005,86
pareto,30,0.9,1.194552173125682e-05,0.011942114636200511,0.005,87
pareto,30,0.9,0.0005714251521234924,0.011100692419660125,0.005,88
pareto,30,0.9,0.005722773611211006,0.015588758147053738,0.005,89
pareto,30,0.9,0.003455935688030487,0.003455935688030487,0.005,90
pareto,30,0.9,0.006893008494944339,0.010406677912325895,0.005,91
pareto,30,0.9,0.005320255790300317,0.005320255790300317,0.005,92
pareto,30,0.9,-0.0009323328011041986,0.003227147226153661,0.005,93
pareto,30,0.9,0.004077609125155402,0.004077609125155402,0.005,94
pareto,30,0.9,0.002622240276875601,0.008464276292928815,0.005,95
pareto,30,0.9,0.003726002696159867,0.010818121210243028,0.005,96
pareto,30,0.9,0.004850938318863652,0.004850938318863652,0.005,97
pareto,30,0.9,0.005669261765886462,0.014409003289934573,0.005,98
