Experiment Repetition Index,"(0,KS)","(1,KS)","(2,KS)","(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,0.11273601755350493,0.01944416555583547,0.010399602028400923,0.19449507914494507,0.01658632694506179,0.00924166818829951
1,0.1254720351081575,0.023574643694746104,0.012737262696569508,0.18935144727040726,0.01810769202060937,0.010296267993379384
2,0.12673601755647118,0.023456300026811656,0.012606915720981403,0.19413601888000767,0.017363981625140204,0.010515814368947786
3,0.10273601755852313,0.020447625769261558,0.010974728964157288,0.1946429194143779,0.016222630928151707,0.009509503252975126
4,0.11073601755574156,0.019721314562906704,0.010563577197094194,0.19215499863506852,0.016215867851467655,0.009098262761966038
5,0.10473601755584942,0.020957267515733607,0.011199973792801446,0.19400566537722846,0.017445356181724863,0.00979540924226942
6,0.12873601755992553,0.024964175272342935,0.013515932569079386,0.18798524215874274,0.018799152434372607,0.010771680368617198
7,0.12347203516336519,0.023508392840913297,0.012767866194480898,0.19276146640309097,0.017394665862844938,0.010585306228295973
8,0.11473601756776756,0.020980416385968856,0.011295284690355512,0.19419093574565421,0.017794579205172308,0.009995511681754539
9,0.12273601758004506,0.02422546335719787,0.013054349735049833,0.1882779287347442,0.020134096893813798,0.010504174570733478
10,0.1007360182570057,0.02026373370480477,0.010942126414876395,0.1946849225345359,0.017450412462641895,0.009743845520295067
11,0.10873601755716644,0.02080175385103378,0.011127308529333966,0.1921197270834214,0.018747633634335247,0.009901325714104197
12,0.11673601835497317,0.021668636469699597,0.01160118502611115,0.1890992919451142,0.017398502580126707,0.009555649998661523
13,0.1087360175535047,0.020009165130973592,0.010667449101144854,0.1928712857306351,0.015763170497245748,0.00908888739015192
14,0.12347203695112331,0.02471535986559533,0.013497182537520703,0.1809425409185433,0.01704206645600687,0.01010368999203184
15,0.10873601755531957,0.021806813853569872,0.011656219748042445,0.19380318869623114,0.01747821664820768,0.009929235006726555
16,0.12073601755906735,0.025172758129577963,0.013568795770558167,0.1884959342090043,0.02005156270981314,0.011071346700665228
17,0.12073601755906735,0.023547059894803043,0.012696247615775024,0.19222928001711784,0.01804228399146446,0.01062023102261471
18,0.1187360175580288,0.022248947174391236,0.013324544449206195,0.1898981499845605,0.0188631529803237,0.010469065103919626
19,0.12073601758035765,0.023975728605852183,0.012921087392481217,0.1852761796694481,0.01809052877778662,0.010046023523667263
20,0.11873601755987827,0.023040162302993706,0.012347968724178305,0.19126531581594525,0.018004460926436136,0.01025663738717027
21,0.11873601755987827,0.024226521225259662,0.013119436911603395,0.19078987285750865,0.01956213351649419,0.010867708973518457
22,0.12273601758004506,0.022553473296281178,0.012110910641447741,0.19094342567607725,0.017562348749767396,0.010141057630086821
23,0.12073601755350606,0.0246987007279391,0.013316858472227036,0.18580485410390954,0.02027344456206717,0.010727934728889794
24,0.13347203510969408,0.025129132721590192,0.014624625109639777,0.17960201952425175,0.01879129685389662,0.0106350060882256
25,0.10673601755480676,0.021832189065795732,0.011744530418000986,0.19468497373294275,0.018673068155800478,0.01074867640835529
26,0.11673601835497317,0.020950835563249736,0.011181890001419031,0.18431137752333349,0.01642261223947008,0.008854072623251202
27,0.09873601755622664,0.019810551020443344,0.010702395262896939,0.1923574315820205,0.017892031391922254,0.010013446725023922
28,0.12747203511014102,0.022865977302357076,0.014109102978064886,0.1791869305324644,0.02018447474358511,0.010768294410560372
29,0.12147203511675386,0.024170622340220965,0.013384152986184419,0.1801109079477345,0.016872903473309137,0.009975785678991433
30,0.12873601755698058,0.025823904782494116,0.013952916230906328,0.18666695997787797,0.02003261031354684,0.011201669891498942
31,0.1254720351081575,0.023822578725322185,0.013087093212468953,0.18323471431759958,0.01938168581228787,0.009977081927338979
32,0.12947203510923305,0.025257055781099384,0.013637355678129568,0.1853827083000542,0.017008753220147707,0.010493563338300208
33,0.1207360175565955,0.02334435949229129,0.012561296834901644,0.19210099265028835,0.018135477838890635,0.01062005694074266
34,0.11473601755728592,0.02320018766659406,0.01247913231952003,0.192397120894712,0.01907415080054996,0.010661912081711017
35,0.12747203511014102,0.024051474933524407,0.01291913465460884,0.19004774874576966,0.021238994104662273,0.01043087180764361
36,0.10673601755350648,0.02151881119035961,0.011540560103527725,0.1946849746962656,0.017882066623717642,0.010396131782245008
37,0.10673601755480676,0.021620940330836235,0.01171283914817703,0.1924154559373068,0.018615130739954303,0.010115009007313599
38,0.11873601755350462,0.023406462065320426,0.012623098379881388,0.18989623283466156,0.017656414396387217,0.010228826473540488
39,0.1187360175580288,0.0201153825041085,0.010820278753217475,0.19467346859783063,0.017075725336076146,0.009867059709910166
40,0.11873601758555416,0.021483753231317366,0.011592568281222543,0.18878527998457229,0.016967257269545687,0.00950433403881144
41,0.12673601756326355,0.02326405967054754,0.01257426157580002,0.19001883195754915,0.019966097425220413,0.010446319972017504
42,0.12473601758458851,0.022698075652037138,0.012159526052352033,0.1902959619819944,0.019297818160187847,0.010140405275633946
43,0.12073601755681546,0.02156809510593881,0.01152177278603247,0.19253888128364,0.015093749871718808,0.009262520670286038
44,0.1254720351105817,0.025460766537681763,0.01441462409154634,0.19096008629771527,0.01879939288770408,0.011544651951112483
45,0.10873601755716644,0.020461448842466628,0.010994753075272385,0.1919445470493767,0.017310943800982227,0.009494106741261946
46,0.11473601756776756,0.022989039166609975,0.012349868399469052,0.19341988854054787,0.018180335743959795,0.010471597625877644
47,0.12747203536389107,0.023868253323463293,0.012944880986007006,0.18314048417769996,0.01790996180310615,0.010026353309649905
48,0.10473601755584942,0.019775350849221985,0.010536525437169392,0.19468494429283437,0.017246028090881865,0.009602917358452964
49,0.12347203516336519,0.024715807376274875,0.013297749750634951,0.18849398252178184,0.01907469226582811,0.010803906965503903
50,0.12073601755350606,0.024234407646397973,0.013023345816527051,0.18732271544776496,0.018284604569132105,0.010350478569271019
51,0.10473601755350448,0.02095406562869762,0.011220944571920594,0.19376232474290733,0.0168362347627296,0.00961957567292981
52,0.131472035113075,0.021565944158052002,0.011972566791010596,0.1832029426100046,0.01369786823461902,0.008862215123751967
53,0.11273601755350493,0.023020945078904995,0.012413684117336336,0.19139524501451177,0.019091535106455573,0.010571212645944808
54,0.10473601755584942,0.02276132449294134,0.01219532323319939,0.19372520333662782,0.018241146237808033,0.010429280418426888
55,0.1254720351076481,0.023462626152497425,0.01294599037892246,0.1779666886757568,0.016420239656056212,0.009552679006722171
56,0.1254720351076481,0.02282325731835892,0.01256215985290223,0.18732085381271146,0.017063216529089632,0.009888816536654032
57,0.122736017553505,0.022430795057478876,0.012008359841842554,0.19311365595517216,0.016701777591257218,0.00997781373556677
58,0.10873601755450295,0.02057558168536248,0.011073531939861754,0.19437607400128454,0.017990124696175547,0.009967707890281782
59,0.12147203514115693,0.022710422520457248,0.012286010758137107,0.1800647821197178,0.016846126203926427,0.009294334689744485
60,0.12473601756554725,0.022958973798859122,0.012332788222299778,0.18741386518677938,0.017259247364320298,0.009905965830678577
61,0.11673601835497317,0.02102425114154241,0.011231105578074975,0.19257047452194112,0.016113929046272235,0.009444975903511187
62,0.12747203510769198,0.02607882466325868,0.01455824404962935,0.17913810296486513,0.01885626855310831,0.010623225053479316
63,0.1214720351178943,0.022252874205053653,0.011907760542159303,0.18702843212130854,0.01573615841576303,0.009327283365920595
64,0.11873601758555416,0.022819954359488182,0.01222043108101725,0.19131317100295792,0.017728367798190498,0.010111113440266446
65,0.11473601755676353,0.022941695799081535,0.01238897832092213,0.18948506619036598,0.020594112196440882,0.010545133999207446
66,0.11273601755350493,0.022458599676924474,0.012024059686688978,0.1939405215350534,0.017229292380410415,0.009997464791125971
67,0.1214720351083091,0.02538666513431389,0.013766817845750845,0.1874004992782367,0.018985303420159416,0.010973457335672076
68,0.12747203511014102,0.02261804749629685,0.012183464347289813,0.19088904668207896,0.018908346903300684,0.010186439807424418
69,0.11673601755819181,0.023062743597061536,0.012357868809002342,0.19219020837986078,0.019102102343268403,0.010492172835816365
70,0.11073601755521488,0.02345320504997957,0.012587718418418815,0.19063386813989774,0.02036963993683562,0.010416894498849229
71,0.11873601755987827,0.022200002061655524,0.011885803776351348,0.1927007493954172,0.01834474248178994,0.010011038051515455
72,0.12073601758035765,0.02345405082823436,0.012579675818900692,0.1902503347466446,0.019212693773911382,0.010471500884462099
73,0.10873601755716644,0.020774939791993824,0.011159632797590998,0.19453387502167663,0.017881686951289187,0.010233345144820695
74,0.09873601755622664,0.01947300220409079,0.010380510162090732,0.19466980151935254,0.017028357056503452,0.009437261003529557
75,0.12073601758035765,0.02104479816752507,0.011249264515993748,0.19222705552574143,0.015703069063983784,0.009331299769422966
76,0.11673601755350534,0.02220241243923387,0.011911573898635857,0.19366998722592832,0.018007992808129834,0.010164904626150842
77,0.11473601756776756,0.020643542055011413,0.010995933574646111,0.19099428709064536,0.016937096961785744,0.00927299565149669
78,0.12273601755746774,0.021437363453765644,0.011478382308866336,0.18987696382548094,0.018280757759374672,0.00980704899734633
79,0.11673601757404596,0.022472314923431075,0.012056293393708515,0.19301958080165854,0.017850292352077704,0.010207450146126416
80,0.1147360175535056,0.02473064125623003,0.013306206488496578,0.18489274059505592,0.018928569837720722,0.01026278609530932
81,0.11073601755574156,0.02228068862182161,0.01197718557280939,0.18872949519466592,0.018958257437827558,0.010049225859421997
