Experiment Repetition Index,"(0,KS)","(1,KS)","(2,KS)","(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,0.12747203511079835,0.020058873149046006,0.0110450622031763,0.3240650922506319,0.020101047334171902,0.011227976029051734
1,0.12547203511614327,0.018544301009247796,0.009975266714188835,0.33874917773746044,0.01973449794269567,0.010751273609040811
2,0.12147203510723845,0.019048083205712128,0.010564313407992344,0.3683035394118667,0.019748394072217575,0.010978682550189167
3,0.1294720351101278,0.01769192803315664,0.009825491117378281,0.3759667599935317,0.019658836010561353,0.010584473664542387
4,0.12147203510702947,0.018129619033160856,0.010039541132033961,0.30533711556150306,0.01878454634273992,0.01034270096595947
5,0.1294720351078666,0.018651147041762715,0.010541368951108519,0.3845463409951223,0.01975188538551399,0.01050205546101731
6,0.12347203514049257,0.019382124262175865,0.010425594552745564,0.3280813729055919,0.02055165806577359,0.011029305846787494
7,0.12947203511663477,0.018066238837802034,0.00982393517437152,0.3798603844215328,0.020090108401065836,0.010919550936603482
8,0.12547203511614327,0.019423968287838225,0.010326174114837581,0.3366201665962011,0.01970904101007237,0.010857923459295146
9,0.1254720572222086,0.018606461953128393,0.009726627268714474,0.27097759293226265,0.019450906315461605,0.010283735931020737
10,0.12347203510763839,0.017956360958888615,0.010479899663874505,0.37615668605454233,0.01992999356405348,0.011068286152561141
11,0.12347203579846322,0.020331588184592297,0.010627055648489326,0.36847521325313026,0.021543378000658774,0.011567865082520059
12,0.12547203511294824,0.016785428953507518,0.009464861394506403,0.3082838839345998,0.018807851728531277,0.009950550826417874
13,0.12347203511074842,0.018296073739572954,0.010072088850954357,0.35990609340462204,0.018850350850442,0.010336180480930827
14,0.12547203510797797,0.018667663851754515,0.010535811731688592,0.37109349191965113,0.01932116391842344,0.010679329688210441
15,0.1274720467793221,0.017509805276109486,0.009191811187522521,0.2755071623348918,0.019995361592443826,0.010574061597653964
16,0.1234720351703694,0.01780155313863148,0.009439248719021498,0.3576033433155966,0.019235495246637035,0.010013840296595987
17,0.12147203520960316,0.019428884495139118,0.010309330088883729,0.30761564677853087,0.019608039429941222,0.010433023713535432
