,method,region,quantile,lb,ub
5485,pl,TURKEY,0.95,0.0583960570063299,0.1112920490972028
5486,pl,TURKEY,0.95,0.029331905636607827,0.0697844574901432
5487,pl,TURKEY,0.95,0.03872709039146542,0.08324688773086095
5488,pl,TURKEY,0.95,0.05205793532324551,0.10165671205809743
5489,pl,TURKEY,0.95,0.057332884988374765,0.10976058560385595
5490,pl,TURKEY,0.95,0.056590620292244015,0.10866608089627858
5491,pl,TURKEY,0.95,0.05497011276578248,0.10702558890861505
5492,pl,TURKEY,0.95,0.019980167059101786,0.05429727389886203
5493,pl,TURKEY,0.95,0.028043423709358074,0.06660545995941328
5494,pl,TURKEY,0.95,0.03254934009495927,0.07342834294887991
5495,pl,TURKEY,0.95,0.025999504282872843,0.06382987765603408
5496,pl,TURKEY,0.95,0.03192898289502805,0.07283839524508949
5497,pl,TURKEY,0.95,0.03737395873562235,0.08160889124464321
5498,pl,TURKEY,0.95,0.04155777238717725,0.08483146211467449
5499,pl,TURKEY,0.95,0.04164859717652611,0.07808404899675905
5500,pl,TURKEY,0.99,0.03729892775896503,0.08147584519383615
5501,pl,TURKEY,0.99,0.04422121577595893,0.08977365252866668
5502,pl,TURKEY,0.99,0.056149954149815516,0.10814694263731375
5503,pl,TURKEY,0.99,0.053921420982650646,0.10382296324417904
5504,pl,TURKEY,0.99,0.02594876197445091,0.06373685294407153
5505,pl,TURKEY,0.99,0.027296336438386748,0.06527030635489153
5506,pl,TURKEY,0.99,0.03577235189647055,0.07915607597334416
5507,pl,TURKEY,0.99,0.02247507532160829,0.0584398798541378
5508,pl,TURKEY,0.99,0.04232117490866532,0.08874860845552932
5509,pl,TURKEY,0.99,0.035838772952037405,0.07930273211748214
5510,pl,TURKEY,0.99,0.03260191344496679,0.07401259818612825
5511,pl,TURKEY,0.99,0.03981584949164181,0.08525183611488782
5512,pl,TURKEY,0.99,0.044103944538918395,0.09142602431501921
5513,pl,TURKEY,0.99,0.04320890971747534,0.08898355997359252
5514,pl,TURKEY,0.99,0.03377606285368447,0.07516264854907617
5515,pl,TURKEY,0.99,0.035302009342005995,0.07739787330157336
5516,pl,TURKEY,0.99,0.029792744065140948,0.0695976891183842
5517,pl,TURKEY,0.99,0.06214349096100323,0.10302103256251889
5518,pl,TURKEY,0.99,0.047116666579412644,0.09497802255924619
5519,pl,TURKEY,0.99,0.060898244785676924,0.09963927921852683
5520,pl,TURKEY,0.99,0.04035118149829297,0.08530355793637369
5521,pl,TURKEY,0.99,0.028607695889671072,0.06726706381334895
5522,pl,TURKEY,0.99,0.05160364464248747,0.100520366928609
5523,pl,TURKEY,0.99,0.040669368026195855,0.08589605342527466
5524,pl,TURKEY,0.99,0.036686945534653674,0.08016297755578598
5525,pl,TURKEY,0.99,0.04532706133588818,0.09308114966417164
5526,pl,TURKEY,0.99,0.024754179764461242,0.06195409426910641
5527,pl,TURKEY,0.99,0.05007243138010928,0.10114694133031893
5528,pl,TURKEY,0.99,0.02458388743147976,0.06179796507834423
5529,pl,TURKEY,0.99,0.043516034342793844,0.09041559329882377
5530,pl,TURKEY,0.99,0.03386716213037369,0.0762936767980373
5531,pl,TURKEY,0.99,0.03569134244206979,0.07851078900433489
5532,pl,TURKEY,0.99,0.047516017566658214,0.09418292778906143
5533,pl,TURKEY,0.99,0.06611450879586724,0.12217497380695795
5534,pl,TURKEY,0.99,0.024610423582298858,0.062364219980279086
5535,pl,TURKEY,0.99,0.048381790660298546,0.08372630120125676
5536,pl,TURKEY,0.99,0.0432609816627392,0.08997293719350917
5537,pl,TURKEY,0.99,0.04953364552182224,0.09794278596835956
5538,pl,TURKEY,0.99,0.031173041083931,0.07142552051029728
5539,pl,TURKEY,0.99,0.035541250778346946,0.0788636126197422
5540,pl,TURKEY,0.99,0.044858421018937035,0.09229571893187807
5541,pl,TURKEY,0.99,0.020803469404095554,0.055178844686531156
5542,pl,TURKEY,0.99,0.03880609679119745,0.08313873919808065
5543,pl,TURKEY,0.99,0.02760039605991281,0.06665444309319843
5544,pl,TURKEY,0.99,0.03427357017383526,0.07651862305843218
5545,pl,TURKEY,0.99,0.024210332822180707,0.06150939585863032
5546,pl,TURKEY,0.99,0.03099257599058202,0.071118314499483
5547,pl,TURKEY,0.99,0.06436967929472609,0.1183764147986824
5548,pl,TURKEY,0.99,0.03582872501209604,0.0791886746461697
5549,pl,TURKEY,0.99,0.03245807626729723,0.07341306470762182
5550,pl,TURKEY,0.99,0.030255408059133126,0.06936683273251847
5551,pl,TURKEY,0.99,0.02790746995212205,0.06591498718598278
5552,pl,TURKEY,0.99,0.06287933635273836,0.1162520639272742
5553,pl,TURKEY,0.99,0.035624086195428395,0.07794160208793895
5554,pl,TURKEY,0.99,0.04720382668913325,0.09548258009647033
5555,pl,TURKEY,0.99,0.029143918508527804,0.06875445317506527
5556,pl,TURKEY,0.99,0.023515356167593426,0.05931329312299309
5557,pl,TURKEY,0.99,0.03257361471494544,0.07324091895352357
5558,pl,TURKEY,0.99,0.043947325244526166,0.09027169071933369
5559,pl,TURKEY,0.99,0.027911507006764216,0.06612853618842997
5560,pl,TURKEY,0.99,0.041832585238780286,0.08723553479283781
5561,pl,TURKEY,0.99,0.041849214838439355,0.08777676040639106
5562,pl,TURKEY,0.99,0.04026091654349395,0.08479468965980193
5563,pl,TURKEY,0.99,0.05540597824026234,0.10702744337875163
5564,pl,TURKEY,0.99,0.03294716542108744,0.0749357840167091
5565,pl,TURKEY,0.99,0.06423896057078013,0.10338165382752484
5566,pl,TURKEY,0.99,0.02490854618910537,0.06178854909829815
5567,pl,TURKEY,0.99,0.033278927120001474,0.07472743158934211
5568,pl,TURKEY,0.99,0.03360891141683794,0.0754989294909492
5569,pl,TURKEY,0.99,0.02645051052031859,0.05896176414835188
5570,pl,TURKEY,0.99,0.03745353669834091,0.0815699820825747
5571,pl,TURKEY,0.99,0.049104047300328774,0.09839184412371584
5572,pl,TURKEY,0.99,0.036231209108942494,0.07908589819717973
5573,pl,TURKEY,0.99,0.03212977202492173,0.07378877189582257
5574,pl,TURKEY,0.99,0.015473105977585732,0.04663444859875825
5575,pl,TURKEY,0.99,0.031985383616046796,0.07197052232125094
5576,pl,TURKEY,0.99,0.0371305809969089,0.08094588850306181
5577,pl,TURKEY,0.99,0.05744009197293583,0.11002247592480362
5578,pl,TURKEY,0.99,0.03550770387523794,0.0784914676589999
5579,pl,TURKEY,0.99,0.05555351009714115,0.10785449618505555
5580,pl,TURKEY,0.99,0.0454614646885192,0.09327567998477747
5581,pl,TURKEY,0.99,0.03717332064466866,0.08126342124778867
5582,pl,TURKEY,0.99,0.043825068489948944,0.0912481711492708
5583,pl,TURKEY,0.99,0.053412256753720196,0.08419485793846518
5584,pl,TURKEY,0.99,0.03696839688372909,0.06988162688104907
5585,pl,TURKEY,0.99,0.0583960570063299,0.1112920490972028
5586,pl,TURKEY,0.99,0.029331905636607827,0.0697844574901432
5587,pl,TURKEY,0.99,0.03872709039146542,0.08324688773086095
5588,pl,TURKEY,0.99,0.05205793532324551,0.10165671205809743
5589,pl,TURKEY,0.99,0.057332884988374765,0.10976058560385595
5590,pl,TURKEY,0.99,0.056590620292244015,0.10866608089627858
5591,pl,TURKEY,0.99,0.05497011276578248,0.10702558890861505
5592,pl,TURKEY,0.99,0.019980167059101786,0.05429727389886203
5593,pl,TURKEY,0.99,0.028043423709358074,0.06660545995941328
5594,pl,TURKEY,0.99,0.03254934009495927,0.07342834294887991
5595,pl,TURKEY,0.99,0.025999504282872843,0.06382987765603408
5596,pl,TURKEY,0.99,0.03192898289502805,0.07283839524508949
5597,pl,TURKEY,0.99,0.03737395873562235,0.08160889124464321
5598,pl,TURKEY,0.99,0.04155777238717725,0.08483146211467449
5599,pl,TURKEY,0.99,0.04164859717652611,0.07808404899675905
5600,pl,TURKEY,0.995,0.03729892775896503,0.08147584519383615
5601,pl,TURKEY,0.995,0.04422121577595893,0.08977365252866668
5602,pl,TURKEY,0.995,0.056149954149815516,0.10814694263731375
5603,pl,TURKEY,0.995,0.053921420982650646,0.10382296324417904
5604,pl,TURKEY,0.995,0.02594876197445091,0.06373685294407153
5605,pl,TURKEY,0.995,0.027296336438386748,0.06527030635489153
5606,pl,TURKEY,0.995,0.03577235189647055,0.07915607597334416
5607,pl,TURKEY,0.995,0.02247507532160829,0.0584398798541378
5608,pl,TURKEY,0.995,0.04232117490866532,0.08874860845552932
5609,pl,TURKEY,0.995,0.035838772952037405,0.07930273211748214
5610,pl,TURKEY,0.995,0.03260191344496679,0.07401259818612825
5611,pl,TURKEY,0.995,0.03981584949164181,0.08525183611488782
5612,pl,TURKEY,0.995,0.044103944538918395,0.09142602431501921
5613,pl,TURKEY,0.995,0.04320890971747534,0.08898355997359252
5614,pl,TURKEY,0.995,0.03377606285368447,0.07516264854907617
5615,pl,TURKEY,0.995,0.035302009342005995,0.07739787330157336
5616,pl,TURKEY,0.995,0.029792744065140948,0.0695976891183842
5617,pl,TURKEY,0.995,0.06214349096100323,0.10302103256251889
5618,pl,TURKEY,0.995,0.047116666579412644,0.09497802255924619
5619,pl,TURKEY,0.995,0.060898244785676924,0.09963927921852683
5620,pl,TURKEY,0.995,0.04035118149829297,0.08530355793637369
5621,pl,TURKEY,0.995,0.028607695889671072,0.06726706381334895
5622,pl,TURKEY,0.995,0.05160364464248747,0.100520366928609
5623,pl,TURKEY,0.995,0.040669368026195855,0.08589605342527466
5624,pl,TURKEY,0.995,0.036686945534653674,0.08016297755578598
5625,pl,TURKEY,0.995,0.04532706133588818,0.09308114966417164
5626,pl,TURKEY,0.995,0.024754179764461242,0.06195409426910641
5627,pl,TURKEY,0.995,0.05007243138010928,0.10114694133031893
5628,pl,TURKEY,0.995,0.02458388743147976,0.06179796507834423
5629,pl,TURKEY,0.995,0.043516034342793844,0.09041559329882377
5630,pl,TURKEY,0.995,0.03386716213037369,0.0762936767980373
5631,pl,TURKEY,0.995,0.03569134244206979,0.07851078900433489
5632,pl,TURKEY,0.995,0.047516017566658214,0.09418292778906143
5633,pl,TURKEY,0.995,0.06611450879586724,0.12217497380695795
5634,pl,TURKEY,0.995,0.024610423582298858,0.062364219980279086
5635,pl,TURKEY,0.995,0.048381790660298546,0.08372630120125676
5636,pl,TURKEY,0.995,0.0432609816627392,0.08997293719350917
5637,pl,TURKEY,0.995,0.04953364552182224,0.09794278596835956
5638,pl,TURKEY,0.995,0.031173041083931,0.07142552051029728
5639,pl,TURKEY,0.995,0.035541250778346946,0.0788636126197422
5640,pl,TURKEY,0.995,0.044858421018937035,0.09229571893187807
5641,pl,TURKEY,0.995,0.020803469404095554,0.055178844686531156
5642,pl,TURKEY,0.995,0.03880609679119745,0.08313873919808065
5643,pl,TURKEY,0.995,0.02760039605991281,0.06665444309319843
5644,pl,TURKEY,0.995,0.03427357017383526,0.07651862305843218
5645,pl,TURKEY,0.995,0.024210332822180707,0.06150939585863032
5646,pl,TURKEY,0.995,0.03099257599058202,0.071118314499483
5647,pl,TURKEY,0.995,0.06436967929472609,0.1183764147986824
5648,pl,TURKEY,0.995,0.03582872501209604,0.0791886746461697
5649,pl,TURKEY,0.995,0.03245807626729723,0.07341306470762182
5650,pl,TURKEY,0.995,0.030255408059133126,0.06936683273251847
5651,pl,TURKEY,0.995,0.02790746995212205,0.06591498718598278
5652,pl,TURKEY,0.995,0.06287933635273836,0.1162520639272742
5653,pl,TURKEY,0.995,0.035624086195428395,0.07794160208793895
5654,pl,TURKEY,0.995,0.04720382668913325,0.09548258009647033
5655,pl,TURKEY,0.995,0.029143918508527804,0.06875445317506527
5656,pl,TURKEY,0.995,0.023515356167593426,0.05931329312299309
5657,pl,TURKEY,0.995,0.03257361471494544,0.07324091895352357
5658,pl,TURKEY,0.995,0.043947325244526166,0.09027169071933369
5659,pl,TURKEY,0.995,0.027911507006764216,0.06612853618842997
5660,pl,TURKEY,0.995,0.041832585238780286,0.08723553479283781
5661,pl,TURKEY,0.995,0.041849214838439355,0.08777676040639106
5662,pl,TURKEY,0.995,0.04026091654349395,0.08479468965980193
5663,pl,TURKEY,0.995,0.05540597824026234,0.10702744337875163
5664,pl,TURKEY,0.995,0.03294716542108744,0.0749357840167091
5665,pl,TURKEY,0.995,0.06423896057078013,0.10338165382752484
5666,pl,TURKEY,0.995,0.02490854618910537,0.06178854909829815
5667,pl,TURKEY,0.995,0.033278927120001474,0.07472743158934211
5668,pl,TURKEY,0.995,0.03360891141683794,0.0754989294909492
5669,pl,TURKEY,0.995,0.02645051052031859,0.05896176414835188
5670,pl,TURKEY,0.995,0.03745353669834091,0.0815699820825747
5671,pl,TURKEY,0.995,0.049104047300328774,0.09839184412371584
5672,pl,TURKEY,0.995,0.036231209108942494,0.07908589819717973
5673,pl,TURKEY,0.995,0.03212977202492173,0.07378877189582257
5674,pl,TURKEY,0.995,0.015473105977585732,0.04663444859875825
5675,pl,TURKEY,0.995,0.031985383616046796,0.07197052232125094
5676,pl,TURKEY,0.995,0.0371305809969089,0.08094588850306181
5677,pl,TURKEY,0.995,0.05744009197293583,0.11002247592480362
5678,pl,TURKEY,0.995,0.03550770387523794,0.0784914676589999
5679,pl,TURKEY,0.995,0.05555351009714115,0.10785449618505555
5680,pl,TURKEY,0.995,0.0454614646885192,0.09327567998477747
5681,pl,TURKEY,0.995,0.03717332064466866,0.08126342124778867
5682,pl,TURKEY,0.995,0.043825068489948944,0.0912481711492708
5683,pl,TURKEY,0.995,0.053412256753720196,0.08419485793846518
5684,pl,TURKEY,0.995,0.03696839688372909,0.06988162688104907
5685,pl,TURKEY,0.995,0.0583960570063299,0.1112920490972028
5686,pl,TURKEY,0.995,0.029331905636607827,0.0697844574901432
5687,pl,TURKEY,0.995,0.03872709039146542,0.08324688773086095
5688,pl,TURKEY,0.995,0.05205793532324551,0.10165671205809743
5689,pl,TURKEY,0.995,0.057332884988374765,0.10976058560385595
5690,pl,TURKEY,0.995,0.056590620292244015,0.10866608089627858
5691,pl,TURKEY,0.995,0.05497011276578248,0.10702558890861505
5692,pl,TURKEY,0.995,0.019980167059101786,0.05429727389886203
5693,pl,TURKEY,0.995,0.028043423709358074,0.06660545995941328
5694,pl,TURKEY,0.995,0.03254934009495927,0.07342834294887991
5695,pl,TURKEY,0.995,0.025999504282872843,0.06382987765603408
5696,pl,TURKEY,0.995,0.03192898289502805,0.07283839524508949
5697,pl,TURKEY,0.995,0.03737395873562235,0.08160889124464321
5698,pl,TURKEY,0.995,0.04155777238717725,0.08483146211467449
5699,pl,TURKEY,0.995,0.04164859717652611,0.07808404899675905
5700,pl,HOKKAIDO_JAPAN_REGION,0.95,0.0373914240854155,0.07340434864539094
5701,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04412772423079365,0.08181923941755827
5702,pl,HOKKAIDO_JAPAN_REGION,0.95,0.033106340795370996,0.0672524891860103
5703,pl,HOKKAIDO_JAPAN_REGION,0.95,0.0704133184357095,0.11171718569646007
5704,pl,HOKKAIDO_JAPAN_REGION,0.95,0.034785713999900165,0.06375885991855638
5705,pl,HOKKAIDO_JAPAN_REGION,0.95,0.040092398606078036,0.07576625019371482
5706,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03962074171560547,0.0769580984771738
5707,pl,HOKKAIDO_JAPAN_REGION,0.95,0.05424296019652654,0.09596169873290178
5708,pl,HOKKAIDO_JAPAN_REGION,0.95,0.039359070466980776,0.0768438550192987
5709,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03789833754811182,0.07478457553639069
5710,pl,HOKKAIDO_JAPAN_REGION,0.95,0.033441496059651674,0.06582644279455366
5711,pl,HOKKAIDO_JAPAN_REGION,0.95,0.032293275431688494,0.06611065532620937
5712,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03941319777008132,0.07759929968319193
5713,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04455351936216941,0.08321522665910092
5714,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04304283593024793,0.08120142261661144
5715,pl,HOKKAIDO_JAPAN_REGION,0.95,0.049391596712995055,0.0891583447694844
5716,pl,HOKKAIDO_JAPAN_REGION,0.95,0.023885338747632122,0.053783631150618606
5717,pl,HOKKAIDO_JAPAN_REGION,0.95,0.029416880568753606,0.06198812742823725
5718,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04028709100353887,0.07666733211901025
5719,pl,HOKKAIDO_JAPAN_REGION,0.95,0.05275286492821367,0.08955957664007543
5720,pl,HOKKAIDO_JAPAN_REGION,0.95,0.035632207080892854,0.06763947056612035
5721,pl,HOKKAIDO_JAPAN_REGION,0.95,0.0425032831465534,0.0779168483024112
5722,pl,HOKKAIDO_JAPAN_REGION,0.95,0.054814505157475046,0.09681079786990796
5723,pl,HOKKAIDO_JAPAN_REGION,0.95,0.05212942136332499,0.0942383428622821
5724,pl,HOKKAIDO_JAPAN_REGION,0.95,0.06471439851494028,0.1063424579100276
5725,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03970358507989798,0.07602915704544914
5726,pl,HOKKAIDO_JAPAN_REGION,0.95,0.017611603074001295,0.04405402538203382
5727,pl,HOKKAIDO_JAPAN_REGION,0.95,0.047474777586931145,0.08343853405486044
5728,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03368488153503464,0.06813531142715573
5729,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04359380479790279,0.08152005458559738
5730,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04417356569447834,0.07943314924036228
5731,pl,HOKKAIDO_JAPAN_REGION,0.95,0.032959508480019266,0.06708683024627075
5732,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03239987343384392,0.06644006174935571
5733,pl,HOKKAIDO_JAPAN_REGION,0.95,0.02685508373992636,0.05836449894462023
5734,pl,HOKKAIDO_JAPAN_REGION,0.95,0.043808363109922255,0.07932513680481414
5735,pl,HOKKAIDO_JAPAN_REGION,0.95,0.0424409725695943,0.07772179261239158
5736,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03964561633530559,0.07478566373822107
5737,pl,HOKKAIDO_JAPAN_REGION,0.95,0.048404115023156016,0.08575345153955966
5738,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03531123754295426,0.06904846797319367
5739,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04987645974751122,0.09026435269543714
5740,pl,HOKKAIDO_JAPAN_REGION,0.95,0.028816689684737096,0.06059017405342712
5741,pl,HOKKAIDO_JAPAN_REGION,0.95,0.02598529895636819,0.05776768689633934
5742,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03763977202044105,0.0733337019386334
5743,pl,HOKKAIDO_JAPAN_REGION,0.95,0.036607705847909684,0.07224930962609963
5744,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04359906771325046,0.08208472335846156
5745,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04366277096102371,0.08196101110369651
5746,pl,HOKKAIDO_JAPAN_REGION,0.95,0.037162776304547604,0.07138453334806451
5747,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04992251541874883,0.09055672543420197
5748,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04083728221604269,0.07775910450492096
5749,pl,HOKKAIDO_JAPAN_REGION,0.95,0.0393442830715163,0.0760967535301911
5750,pl,HOKKAIDO_JAPAN_REGION,0.95,0.05195410651357026,0.09203960207299114
5751,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04686397385434928,0.08597647128927043
5752,pl,HOKKAIDO_JAPAN_REGION,0.95,0.035228342063806685,0.0704040937452843
5753,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03196511677310434,0.06569632747120775
5754,pl,HOKKAIDO_JAPAN_REGION,0.95,0.030636163315947127,0.06373047220909582
5755,pl,HOKKAIDO_JAPAN_REGION,0.95,0.055832300288170975,0.09578493306944362
5756,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03898624171796112,0.07260461457325712
5757,pl,HOKKAIDO_JAPAN_REGION,0.95,0.0310291222323547,0.06066970814228498
5758,pl,HOKKAIDO_JAPAN_REGION,0.95,0.040369682953033614,0.07562851577161082
5759,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04138633041693758,0.07878631100302037
5760,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03346793449577616,0.06781570864273168
5761,pl,HOKKAIDO_JAPAN_REGION,0.95,0.030964311090484947,0.06320343345931433
5762,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04548405709534047,0.08438331313215311
5763,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03461565666963058,0.06748124904339796
5764,pl,HOKKAIDO_JAPAN_REGION,0.95,0.05475071136159953,0.09697131025722491
5765,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04097609918211406,0.07365997777682391
5766,pl,HOKKAIDO_JAPAN_REGION,0.95,0.049432564465580565,0.08779139001023337
5767,pl,HOKKAIDO_JAPAN_REGION,0.95,0.040162051286108426,0.0789309387131848
5768,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04630815458255573,0.081338908043031
5769,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03985736157871658,0.07674006139405418
5770,pl,HOKKAIDO_JAPAN_REGION,0.95,0.0399186369042114,0.07682042832954072
5771,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04667750558399026,0.0865039021021923
5772,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03279617543115689,0.06616387822540078
5773,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03808689773287353,0.07408374247985518
5774,pl,HOKKAIDO_JAPAN_REGION,0.95,0.02746952883445785,0.0590904258388879
5775,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04055514507692125,0.07762552704687857
5776,pl,HOKKAIDO_JAPAN_REGION,0.95,0.022574939072105973,0.051603904475479495
5777,pl,HOKKAIDO_JAPAN_REGION,0.95,0.05727566176004967,0.10095593575207393
5778,pl,HOKKAIDO_JAPAN_REGION,0.95,0.02806377518457244,0.060000745785852065
5779,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03801497917854241,0.07279295491605296
5780,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04343531423374861,0.08166610536609357
5781,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04288513613234357,0.08080995472407325
5782,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04480187331729225,0.08185307060406895
5783,pl,HOKKAIDO_JAPAN_REGION,0.95,0.037356135631973895,0.07330884461948152
5784,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04067749198165436,0.07391322961572602
5785,pl,HOKKAIDO_JAPAN_REGION,0.95,0.04524089744135867,0.08421426233108092
5786,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03967887630438083,0.07856937702928922
5787,pl,HOKKAIDO_JAPAN_REGION,0.95,0.036231209926983504,0.07191135068526672
5788,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03506455307148296,0.0648593419396154
5789,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03827992060635617,0.07361552316092476
5790,pl,HOKKAIDO_JAPAN_REGION,0.95,0.053607752867931936,0.09208247616144541
5791,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03498755495167254,0.07047725870701074
5792,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03478631483994055,0.069592941142199
5793,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03859205675180392,0.07509259763308603
5794,pl,HOKKAIDO_JAPAN_REGION,0.95,0.0255005510587163,0.05483474088821503
5795,pl,HOKKAIDO_JAPAN_REGION,0.95,0.05723174336274231,0.10020735925805753
5796,pl,HOKKAIDO_JAPAN_REGION,0.95,0.023233907807739426,0.05291968293642322
5797,pl,HOKKAIDO_JAPAN_REGION,0.95,0.041414586842152636,0.07687347603455004
5798,pl,HOKKAIDO_JAPAN_REGION,0.95,0.031763264491273674,0.0653959893632854
5799,pl,HOKKAIDO_JAPAN_REGION,0.95,0.03576053393937885,0.07185039967730772
5800,pl,HOKKAIDO_JAPAN_REGION,0.99,0.0373914240854155,0.07340434864539094
5801,pl,HOKKAIDO_JAPAN_REGION,0.99,0.04412772423079365,0.08181923941755827
5802,pl,HOKKAIDO_JAPAN_REGION,0.99,0.033106340795370996,0.0672524891860103
5803,pl,HOKKAIDO_JAPAN_REGION,0.99,0.0704133184357095,0.11171718569646007
5804,pl,HOKKAIDO_JAPAN_REGION,0.99,0.034785713999900165,0.06375885991855638
5805,pl,HOKKAIDO_JAPAN_REGION,0.99,0.040092398606078036,0.07576625019371482
5806,pl,HOKKAIDO_JAPAN_REGION,0.99,0.03962074171560547,0.0769580984771738
5807,pl,HOKKAIDO_JAPAN_REGION,0.99,0.05424296019652654,0.09596169873290178
5808,pl,HOKKAIDO_JAPAN_REGION,0.99,0.039359070466980776,0.0768438550192987
5809,pl,HOKKAIDO_JAPAN_REGION,0.99,0.03789833754811182,0.07478457553639069
5810,pl,HOKKAIDO_JAPAN_REGION,0.99,0.033441496059651674,0.06582644279455366
5811,pl,HOKKAIDO_JAPAN_REGION,0.99,0.032293275431688494,0.06611065532620937
5812,pl,HOKKAIDO_JAPAN_REGION,0.99,0.03941319777008132,0.07759929968319193
5813,pl,HOKKAIDO_JAPAN_REGION,0.99,0.04455351936216941,0.08321522665910092
5814,pl,HOKKAIDO_JAPAN_REGION,0.99,0.04304283593024793,0.08120142261661144
5815,pl,HOKKAIDO_JAPAN_REGION,0.99,0.049391596712995055,0.0891583447694844
5816,pl,HOKKAIDO_JAPAN_REGION,0.99,0.023885338747632122,0.053783631150618606
5817,pl,HOKKAIDO_JAPAN_REGION,0.99,0.029416880568753606,0.06198812742823725
5818,pl,HOKKAIDO_JAPAN_REGION,0.99,0.04028709100353887,0.07666733211901025
5819,pl,HOKKAIDO_JAPAN_REGION,0.99,0.05275286492821367,0.08955957664007543
5820,pl,HOKKAIDO_JAPAN_REGION,0.99,0.035632207080892854,0.06763947056612035
5821,pl,HOKKAIDO_JAPAN_REGION,0.99,0.0425032831465534,0.0779168483024112
5822,pl,HOKKAIDO_JAPAN_REGION,0.99,0.054814505157475046,0.09681079786990796
5823,pl,HOKKAIDO_JAPAN_REGION,0.99,0.05212942136332499,0.0942383428622821
5824,pl,HOKKAIDO_JAPAN_REGION,0.99,0.06471439851494028,0.1063424579100276
5825,pl,HOKKAIDO_JAPAN_REGION,0.99,0.03970358507989798,0.07602915704544914
5826,pl,HOKKAIDO_JAPAN_REGION,0.99,0.017611603074001295,0.04405402538203382
5827,pl,HOKKAIDO_JAPAN_REGION,0.99,0.047474777586931145,0.08343853405486044
5828,pl,HOKKAIDO_JAPAN_REGION,0.99,0.03368488153503464,0.06813531142715573
5829,pl,HOKKAIDO_JAPAN_REGION,0.99,0.04359380479790279,0.08152005458559738
5830,pl,HOKKAIDO_JAPAN_REGION,0.99,0.04417356569447834,0.07943314924036228
5831,pl,HOKKAIDO_JAPAN_REGION,0.99,0.032959508480019266,0.06708683024627075
5832,pl,HOKKAIDO_JAPAN_REGION,0.99,0.03239987343384392,0.06644006174935571
5833,pl,HOKKAIDO_JAPAN_REGION,0.99,0.02685508373992636,0.05836449894462023
5834,pl,HOKKAIDO_JAPAN_REGION,0.99,0.043808363109922255,0.07932513680481414
5835,pl,HOKKAIDO_JAPAN_REGION,0.99,0.0424409725695943,0.07772179261239158
5836,pl,HOKKAIDO_JAPAN_REGION,0.99,0.03964561633530559,0.07478566373822107
5837,pl,HOKKAIDO_JAPAN_REGION,0.99,0.048404115023156016,0.08575345153955966
5838,pl,HOKKAIDO_JAPAN_REGION,0.99,0.03531123754295426,0.06904846797319367
5839,pl,HOKKAIDO_JAPAN_REGION,0.99,0.04987645974751122,0.09026435269543714
5840,pl,HOKKAIDO_JAPAN_REGION,0.99,0.028816689684737096,0.06059017405342712
5841,pl,HOKKAIDO_JAPAN_REGION,0.99,0.02598529895636819,0.05776768689633934
