Data Source,nData,percentageLHS,Lower Bound,Upper Bound,True Value,Repetition Index
lognorm,500,0.95,0.0026972099837178766,0.005756316879148295,0.005,69
lognorm,500,0.95,0.004176797230079113,0.007785327076202543,0.005,70
lognorm,500,0.95,0.0037553200295798767,0.007142548344332429,0.005,71
lognorm,500,0.95,0.0038218056182087144,0.00676183015095883,0.005,72
lognorm,500,0.95,0.0035305588191207127,0.0061794081598747835,0.005,73
lognorm,500,0.95,0.003201306179555147,0.006337910900286509,0.005,74
lognorm,500,0.95,0.0025528594834882943,0.0048265736314732615,0.005,75
lognorm,500,0.95,0.0030666097558375684,0.006363643294829058,0.005,76
lognorm,500,0.95,0.0031045996827048974,0.0062550608869864225,0.005,77
lognorm,500,0.95,0.002510675744532866,0.004984748860671206,0.005,78
lognorm,500,0.95,0.0036053609195921986,0.007250816122446292,0.005,79
lognorm,500,0.95,0.0037056991915871643,0.005650734431673391,0.005,80
lognorm,500,0.95,0.005597392983506075,0.00724467739308919,0.005,81
lognorm,500,0.95,0.0034630233554788607,0.006054642236950309,0.005,82
lognorm,500,0.95,0.003400943495458749,0.005923497550516171,0.005,83
lognorm,500,0.95,0.0034608449358933713,0.006164394324275936,0.005,84
lognorm,500,0.95,0.004596728483954543,0.0061847278250837575,0.005,85
lognorm,500,0.95,0.002795948042505959,0.005227010401328961,0.005,86
lognorm,500,0.95,0.003380814406317927,0.005866440967286537,0.005,87
lognorm,500,0.95,0.003060664438154885,0.006044425184663948,0.005,88
lognorm,500,0.95,0.0029011655590238136,0.005306338353882983,0.005,89
lognorm,500,0.95,0.0030430572103751466,0.006043407798055383,0.005,90
lognorm,500,0.95,0.003451800176935842,0.006067745727148887,0.005,91
lognorm,500,0.95,0.003376179693395347,0.005968920552065238,0.005,92
lognorm,500,0.95,0.003747818205567799,0.006598461089575832,0.005,93
lognorm,500,0.95,0.0031250920580920384,0.005708601658078245,0.005,94
lognorm,500,0.95,0.003554160903674569,0.006547789182697554,0.005,95
lognorm,500,0.95,0.003438608204242762,0.0065713323266210835,0.005,96
lognorm,500,0.95,0.002979320358279576,0.006288744660395219,0.005,97
lognorm,500,0.95,0.0029825351849361963,0.005687325488302591,0.005,98
lognorm,500,0.95,0.004561841770162246,0.007525727555478197,0.005,99
lognorm,500,0.95,0.004305920550370095,0.007708030923586774,0.005,100
lognorm,500,0.95,0.004124775256453213,0.006965826047687644,0.005,101
lognorm,500,0.95,0.0035600692014569084,0.006415702253028468,0.005,102
lognorm,500,0.95,0.004284176655563205,0.005910574207323345,0.005,103
lognorm,500,0.95,0.003069393156037453,0.0062335058633112075,0.005,104
lognorm,500,0.95,0.0037229262770792997,0.006364517389032503,0.005,105
lognorm,500,0.95,0.002558405617787769,0.005352805934293802,0.005,106
lognorm,500,0.95,0.0029117850060762485,0.005377476873500967,0.005,107
lognorm,500,0.95,0.002575834533134447,0.005010398256998661,0.005,108
