Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,89.1552451191819,61.71846865499488,56.67983820553106
1,72.3441196784706,52.063027014257734,48.81128317800882
2,32.99986638701742,24.85217117819355,23.646260713101114
3,31.43592523721606,23.514288016700053,22.343447288568655
4,86.36230916465469,61.530003799297724,57.391709223870905
5,66.94223731483837,48.155616641267166,45.2564303022567
6,67.69009372729622,48.92484441796235,45.892135722141006
7,31.960081243318484,24.09132266480875,22.95758293763317
8,72.90194325950338,52.07336705066908,48.516103669368434
9,215.37358016287212,145.1998198864248,132.51380212681784
10,60.34997539710314,43.33851712920399,40.63588574881712
11,405.30934415335685,219.24562310829958,199.26834665407478
12,108.29409646759106,76.92280967807943,71.99533886497997
13,52.849167798477104,38.59487480030015,36.44725583011518
14,50.42923824969894,37.26345237793631,35.33057718865478
15,63.6407999718647,45.8532025594544,42.93462046823805
16,87.74055539540392,62.80655137285092,58.95624805326976
17,39.66560565462576,29.47677316197276,27.965755498070244
18,102.65501300940556,72.25506650112052,66.60569515800924
19,90.17626435639251,64.51797414076393,60.48309913446228
20,66.28911836762711,47.925137156373765,45.10395372938298
21,96.50475096644075,68.65153331627117,64.21174124004418
22,58.13156877468971,42.37172135416786,39.97094953952015
23,173.61730414562652,120.3244868421556,110.6351311206451
24,67.72641200209509,49.43648105211271,46.69099451716124
25,39.037514438891755,28.87598609357689,27.33647638616739
26,140.17811556489778,99.05106923587277,92.48732802014428
27,40.61950530348303,29.731841958175767,28.067202860691015
28,133.0158433048132,94.68875845738481,88.77258255570555
29,52.49568074753368,38.73014618923649,36.705211418908576
30,84.84167185213454,60.8975300859743,57.2007722395568
31,269.17414420799423,181.15413394380448,165.22314443799374
32,36.72992370087903,27.598629758514438,26.27508270093378
33,41.734297442720575,30.925919112205754,29.324937837233854
34,85.35170910029801,60.69719257427927,56.3288971486666
35,1113.9037205447241,594.52837297416,329.6007233860136
36,34.25877359101614,25.540968103181463,24.244121306007056
37,123.34050539660399,84.69177799619031,77.67429382764553
38,51.641148805741665,37.90166442116775,35.84561597945864
39,43.39793750418616,31.92200086841583,30.187638689161112
40,85.17796450561221,61.01659027153565,57.28916515799537
41,228.46492997647783,137.05004031565272,124.35255420382992
42,281.6278547228387,162.46569259357562,147.50133164003262
43,35.18291008421028,26.350771941379733,25.054414040901612
44,30.190284890442662,22.827562598598767,21.771371432911515
45,118.87652817166398,83.16774598418954,76.71469731894808
46,50.255888203080204,36.782286509777876,34.73862892195217
47,94.87603070754926,67.92688937783842,63.740514365070176
48,56.2754394203117,40.53317218487118,38.05734511926998
49,73.35440883314237,52.894768094085606,49.74357816630325
50,79.3960291718193,57.21059855999265,53.81065177088449
51,53.69487420560576,39.14036279443269,36.933695515235826
52,34.95300758089108,26.40796088793238,25.180975183103733
53,95.44198660555321,67.28095953884531,62.11792921793483
54,54.80213854528111,39.89286187049278,37.60802983743528
55,61.882114160889344,45.36314115435485,42.920691741664825
56,64.56381030416901,46.879703504850625,44.17077148466126
57,38.477765292331625,28.621926996295716,27.167360254699187
58,83.98062093705856,59.29264722636999,54.86725692621272
