Data Source,nData,percentageLHS,Upper Bound,True Value,Repetition Index
gamma,500,0.92,0.0054196140711504585,0.005,134
gamma,500,0.92,0.006841581625641266,0.005,135
gamma,500,0.92,0.005618243420757837,0.005,136
gamma,500,0.92,0.005375082018001599,0.005,137
gamma,500,0.92,0.00504808660418691,0.005,138
gamma,500,0.92,0.005220485424520466,0.005,139
gamma,500,0.92,0.005521413075249356,0.005,140
gamma,500,0.92,0.005615720535091572,0.005,141
gamma,500,0.92,0.005339037091759566,0.005,142
gamma,500,0.92,0.005569893928420273,0.005,143
gamma,500,0.92,0.006249841128378485,0.005,144
gamma,500,0.92,0.004867663298451903,0.005,145
gamma,500,0.92,0.0021930778461899513,0.005,146
gamma,500,0.92,0.0069814408714181445,0.005,147
gamma,500,0.92,0.005157317127640811,0.005,148
gamma,500,0.92,0.0066794739422846435,0.005,149
gamma,500,0.92,0.005547743269443315,0.005,150
gamma,500,0.92,0.005835127190353276,0.005,151
gamma,500,0.92,0.005227312235056396,0.005,152
gamma,500,0.92,0.007684985955201988,0.005,153
gamma,500,0.92,0.005016971872491607,0.005,154
gamma,500,0.92,0.005223855433669404,0.005,155
gamma,500,0.92,0.0074538604097079,0.005,156
gamma,500,0.92,0.0055302205213234625,0.005,157
gamma,500,0.92,0.006506050660913266,0.005,158
gamma,500,0.92,0.005510804112222421,0.005,159
gamma,500,0.92,0.005491788731908776,0.005,160
gamma,500,0.92,0.006865460531784746,0.005,161
gamma,500,0.92,0.005565452171925056,0.005,162
gamma,500,0.92,0.0061711016177133605,0.005,163
gamma,500,0.92,0.006415521640486886,0.005,164
gamma,500,0.92,0.005449906054591641,0.005,165
gamma,500,0.92,0.006166169107005305,0.005,166
gamma,500,0.92,0.006357288563319572,0.005,167
gamma,500,0.92,0.006337833641130792,0.005,168
gamma,500,0.92,0.005461562985270506,0.005,169
gamma,500,0.92,0.0044670642444679725,0.005,170
gamma,500,0.92,0.005376483429316882,0.005,171
gamma,500,0.92,0.006803396312611111,0.005,172
gamma,500,0.92,0.004687151318199602,0.005,173
gamma,500,0.92,0.00536561787003088,0.005,174
gamma,500,0.92,0.006054690072668692,0.005,175
gamma,500,0.92,0.005908518536159347,0.005,176
gamma,500,0.92,0.004896480136324434,0.005,177
gamma,500,0.92,0.008506356068305373,0.005,178
gamma,500,0.92,0.005526403910831821,0.005,179
gamma,500,0.92,0.00887600722103638,0.005,180
gamma,500,0.92,0.005048999427868177,0.005,181
gamma,500,0.92,0.004633734388236488,0.005,182
gamma,500,0.92,0.005340662094090525,0.005,183
gamma,500,0.92,0.004753748867239155,0.005,184
gamma,500,0.92,0.005160016940717574,0.005,185
gamma,500,0.92,0.004986461944701859,0.005,186
gamma,500,0.92,0.004190717090554449,0.005,187
gamma,500,0.92,0.006308506418349356,0.005,188
gamma,500,0.92,0.009054465378542629,0.005,189
gamma,500,0.92,0.006908518553339365,0.005,190
gamma,500,0.92,0.0,0.005,191
gamma,500,0.92,0.008423434948301955,0.005,192
gamma,500,0.92,0.0057440001427957075,0.005,193
gamma,500,0.92,0.0010093403186724342,0.005,194
gamma,500,0.92,0.00606847714588113,0.005,195
gamma,500,0.92,0.005649435988421735,0.005,196
gamma,500,0.92,0.006329910493781216,0.005,197
gamma,500,0.92,0.005810675561988906,0.005,198
gamma,500,0.92,0.0055840120604825775,0.005,199
lognorm,500,0.92,0.006675578441214522,0.005,0
lognorm,500,0.92,0.0058985113268276435,0.005,1
lognorm,500,0.92,0.0060596697240673306,0.005,2
lognorm,500,0.92,0.005303757418048664,0.005,3
lognorm,500,0.92,0.0053718549966072044,0.005,4
lognorm,500,0.92,0.005625161259798787,0.005,5
lognorm,500,0.92,0.005995459349353013,0.005,6
lognorm,500,0.92,0.005423231880515456,0.005,7
lognorm,500,0.92,0.006634604458349432,0.005,8
lognorm,500,0.92,0.005789898568457532,0.005,9
lognorm,500,0.92,0.0059694936197725625,0.005,10
lognorm,500,0.92,0.0058198983147313135,0.005,11
lognorm,500,0.92,0.00830767296894375,0.005,12
lognorm,500,0.92,0.005472334787694188,0.005,13
lognorm,500,0.92,0.005831787409727451,0.005,14
lognorm,500,0.92,0.005641067630587035,0.005,15
lognorm,500,0.92,0.0047062104889042155,0.005,16
lognorm,500,0.92,0.005563781276482148,0.005,17
lognorm,500,0.92,0.006007888216635512,0.005,18
lognorm,500,0.92,0.0074738901744828634,0.005,19
lognorm,500,0.92,0.006183382681231448,0.005,20
lognorm,500,0.92,0.005625294090586058,0.005,21
lognorm,500,0.92,0.010611653087522347,0.005,22
lognorm,500,0.92,0.004883882588332028,0.005,23
lognorm,500,0.92,0.005854307860003869,0.005,24
lognorm,500,0.92,0.006125130729529037,0.005,25
lognorm,500,0.92,0.006121196905950459,0.005,26
lognorm,500,0.92,0.005376521804629872,0.005,27
lognorm,500,0.92,0.006236431723141311,0.005,28
lognorm,500,0.92,0.004779545644036203,0.005,29
lognorm,500,0.92,0.005852697782858927,0.005,30
lognorm,500,0.92,0.006598611262211747,0.005,31
lognorm,500,0.92,0.005564660879832114,0.005,32
lognorm,500,0.92,0.005834365336365999,0.005,33
lognorm,500,0.92,0.005635558147355729,0.005,34
lognorm,500,0.92,0.004508452293517292,0.005,35
lognorm,500,0.92,0.005549977847158432,0.005,36
lognorm,500,0.92,0.0057425023641959096,0.005,37
lognorm,500,0.92,0.006867813632514474,0.005,38
lognorm,500,0.92,0.0071337520204437415,0.005,39
lognorm,500,0.92,0.006336244711378354,0.005,40
lognorm,500,0.92,0.0058560576410735836,0.005,41
lognorm,500,0.92,0.005876594730640399,0.005,42
lognorm,500,0.92,0.00499102644561392,0.005,43
lognorm,500,0.92,0.005089855181335666,0.005,44
lognorm,500,0.92,0.004836755171398384,0.005,45
lognorm,500,0.92,0.005300644953520058,0.005,46
lognorm,500,0.92,0.005707359199093747,0.005,47
lognorm,500,0.92,0.005262714535459633,0.005,48
lognorm,500,0.92,0.005981321896708461,0.005,49
lognorm,500,0.92,0.005674650540731695,0.005,50
lognorm,500,0.92,0.0054435380568624535,0.005,51
lognorm,500,0.92,0.006109971441821914,0.005,52
lognorm,500,0.92,0.005487139329860161,0.005,53
lognorm,500,0.92,0.006067230573093496,0.005,54
lognorm,500,0.92,0.004836170207592707,0.005,55
lognorm,500,0.92,0.006849081566349398,0.005,56
lognorm,500,0.92,0.005451859349538065,0.005,57
lognorm,500,0.92,0.008168200488649477,0.005,58
lognorm,500,0.92,0.006042491336790467,0.005,59
lognorm,500,0.92,0.008228990677142266,0.005,60
lognorm,500,0.92,0.006731757338624071,0.005,61
lognorm,500,0.92,0.006663099607430204,0.005,62
lognorm,500,0.92,0.005713014851132556,0.005,63
lognorm,500,0.92,0.0060048294918097316,0.005,64
lognorm,500,0.92,0.0059450153921309385,0.005,65
lognorm,500,0.92,0.00489696587929271,0.005,66
lognorm,500,0.92,0.006803981897197061,0.005,67
lognorm,500,0.92,0.005461370385370616,0.005,68
lognorm,500,0.92,0.005981840676284791,0.005,69
lognorm,500,0.92,0.006826496880013262,0.005,70
lognorm,500,0.92,0.0065873666489840365,0.005,71
lognorm,500,0.92,0.006178235052398354,0.005,72
lognorm,500,0.92,0.007154359596387021,0.005,73
lognorm,500,0.92,0.005608803530042195,0.005,74
lognorm,500,0.92,0.004904728237738926,0.005,75
lognorm,500,0.92,0.006072268748607806,0.005,76
lognorm,500,0.92,0.0071098299526802765,0.005,77
lognorm,500,0.92,0.0050103258967964266,0.005,78
lognorm,500,0.92,0.007829173223189734,0.005,79
lognorm,500,0.92,0.005381762422481143,0.005,80
lognorm,500,0.92,0.0059246460575853935,0.005,81
lognorm,500,0.92,0.00551394862425334,0.005,82
lognorm,500,0.92,0.005109288960914848,0.005,83
lognorm,500,0.92,0.005648738366288045,0.005,84
lognorm,500,0.92,0.005703910886837225,0.005,85
lognorm,500,0.92,0.005097015182816724,0.005,86
lognorm,500,0.92,0.006544138815652663,0.005,87
lognorm,500,0.92,0.0059105164047115084,0.005,88
lognorm,500,0.92,0.005246597479842141,0.005,89
lognorm,500,0.92,0.005722221562911786,0.005,90
lognorm,500,0.92,0.005308865543783264,0.005,91
lognorm,500,0.92,0.005383669194453456,0.005,92
lognorm,500,0.92,0.006009717081281692,0.005,93
lognorm,500,0.92,0.005331663395466436,0.005,94
lognorm,500,0.92,0.006042104496943581,0.005,95
lognorm,500,0.92,0.007646344528690705,0.005,96
lognorm,500,0.92,0.008010357648343878,0.005,97
lognorm,500,0.92,0.005638494024908763,0.005,98
lognorm,500,0.92,0.006156059233564146,0.005,99
lognorm,500,0.92,0.0068491189851686415,0.005,100
lognorm,500,0.92,0.0067722768794285446,0.005,101
lognorm,500,0.92,0.0057533794087331015,0.005,102
lognorm,500,0.92,0.005076407017396565,0.005,103
lognorm,500,0.92,0.0066678451739557425,0.005,104
lognorm,500,0.92,0.006141610767235394,0.005,105
lognorm,500,0.92,0.004752622072458497,0.005,106
lognorm,500,0.92,0.005959896969949814,0.005,107
lognorm,500,0.92,0.0047511998787544574,0.005,108
lognorm,500,0.92,0.005520903249872754,0.005,109
lognorm,500,0.92,0.006463068794053959,0.005,110
lognorm,500,0.92,0.005077786424259482,0.005,111
lognorm,500,0.92,0.005735975397882516,0.005,112
lognorm,500,0.92,0.004922708263045983,0.005,113
lognorm,500,0.92,0.005841134016154428,0.005,114
lognorm,500,0.92,0.005765703888325072,0.005,115
lognorm,500,0.92,0.005619266515264473,0.005,116
lognorm,500,0.92,0.004356257383602752,0.005,117
lognorm,500,0.92,0.005944712873624267,0.005,118
lognorm,500,0.92,0.00543089973525359,0.005,119
lognorm,500,0.92,0.005676424457065835,0.005,120
lognorm,500,0.92,0.006069158887437772,0.005,121
lognorm,500,0.92,0.006336159928397288,0.005,122
lognorm,500,0.92,0.006135854016374752,0.005,123
lognorm,500,0.92,0.005553411025334528,0.005,124
lognorm,500,0.92,0.006029554913699675,0.005,125
lognorm,500,0.92,0.006512416904839738,0.005,126
lognorm,500,0.92,0.009138118193564677,0.005,127
lognorm,500,0.92,0.006539367222224705,0.005,128
lognorm,500,0.92,0.007407577466258695,0.005,129
lognorm,500,0.92,0.006596940917642535,0.005,130
lognorm,500,0.92,0.0053789690475897324,0.005,131
lognorm,500,0.92,0.004994870055649544,0.005,132
lognorm,500,0.92,0.005665311059772264,0.005,133
lognorm,500,0.92,0.006593064187999688,0.005,134
lognorm,500,0.92,0.006587967731787412,0.005,135
lognorm,500,0.92,0.0048341941807006445,0.005,136
lognorm,500,0.92,0.005504156151092274,0.005,137
lognorm,500,0.92,0.0052657530168683,0.005,138
lognorm,500,0.92,0.0058248358069495215,0.005,139
lognorm,500,0.92,0.004916664123156492,0.005,140
lognorm,500,0.92,0.005100189683820494,0.005,141
lognorm,500,0.92,0.00507387411099645,0.005,142
lognorm,500,0.92,0.005616573587164672,0.005,143
lognorm,500,0.92,0.0052830370262399815,0.005,144
lognorm,500,0.92,0.0062522333715696755,0.005,145
lognorm,500,0.92,0.006224126067865017,0.005,146
lognorm,500,0.92,0.0051952764546728345,0.005,147
lognorm,500,0.92,0.005687798775913716,0.005,148
lognorm,500,0.92,0.005833808405838757,0.005,149
lognorm,500,0.92,0.005998946179368559,0.005,150
lognorm,500,0.92,0.005142630039532683,0.005,151
lognorm,500,0.92,0.005321088681293301,0.005,152
lognorm,500,0.92,0.007138678590519678,0.005,153
lognorm,500,0.92,0.005746098888865701,0.005,154
lognorm,500,0.92,0.007765500870620957,0.005,155
lognorm,500,0.92,0.0055838495128585595,0.005,156
lognorm,500,0.92,0.005454601817415782,0.005,157
lognorm,500,0.92,0.005626356773784762,0.005,158
lognorm,500,0.92,0.005972693764393235,0.005,159
lognorm,500,0.92,0.006211435057580846,0.005,160
lognorm,500,0.92,0.005552003798764735,0.005,161
lognorm,500,0.92,0.006350846563713884,0.005,162
lognorm,500,0.92,0.006498117176976512,0.005,163
lognorm,500,0.92,0.005968731256015801,0.005,164
lognorm,500,0.92,0.005765447048092285,0.005,165
lognorm,500,0.92,0.005845698015473623,0.005,166
lognorm,500,0.92,0.005763389672359235,0.005,167
lognorm,500,0.92,0.005552728006198107,0.005,168
lognorm,500,0.92,0.005705129857179119,0.005,169
lognorm,500,0.92,0.0068931656610159596,0.005,170
lognorm,500,0.92,0.00579469492838016,0.005,171
lognorm,500,0.92,0.005501047621594743,0.005,172
lognorm,500,0.92,0.0058862854831732555,0.005,173
lognorm,500,0.92,0.005821325944623964,0.005,174
lognorm,500,0.92,0.006197330607778762,0.005,175
lognorm,500,0.92,0.005211253618238052,0.005,176
lognorm,500,0.92,0.006334908900366911,0.005,177
lognorm,500,0.92,0.0059237381951850404,0.005,178
lognorm,500,0.92,0.005688484289050461,0.005,179
lognorm,500,0.92,0.005516264274270844,0.005,180
lognorm,500,0.92,0.006118825633691961,0.005,181
lognorm,500,0.92,0.004884352446466445,0.005,182
lognorm,500,0.92,0.0060782174781699935,0.005,183
lognorm,500,0.92,0.005058951215275307,0.005,184
lognorm,500,0.92,0.0057343822455100295,0.005,185
lognorm,500,0.92,0.006106649312166679,0.005,186
lognorm,500,0.92,0.005375987240662113,0.005,187
lognorm,500,0.92,0.005468311311639164,0.005,188
lognorm,500,0.92,0.005607635848261295,0.005,189
lognorm,500,0.92,0.004840887630746985,0.005,190
lognorm,500,0.92,0.00701306346963954,0.005,191
lognorm,500,0.92,0.0052156539413112145,0.005,192
lognorm,500,0.92,0.0056537489881750246,0.005,193
lognorm,500,0.92,0.005325510458670073,0.005,194
lognorm,500,0.92,0.008147778856397912,0.005,195
lognorm,500,0.92,0.005154082157977232,0.005,196
lognorm,500,0.92,0.005841088311918419,0.005,197
lognorm,500,0.92,0.00576843808748595,0.005,198
lognorm,500,0.92,0.007579180438109991,0.005,199
pareto,500,0.92,0.004712074684898214,0.005,0
pareto,500,0.92,0.005744891815562854,0.005,1
pareto,500,0.92,0.006351725480429452,0.005,2
pareto,500,0.92,0.0054042625665609405,0.005,3
pareto,500,0.92,0.004736853778898245,0.005,4
pareto,500,0.92,0.005132418582271245,0.005,5
pareto,500,0.92,0.006636163334860988,0.005,6
pareto,500,0.92,0.005776156978161243,0.005,7
pareto,500,0.92,0.005583294622410214,0.005,8
pareto,500,0.92,0.0055792592176982245,0.005,9
pareto,500,0.92,0.005152866764300473,0.005,10
pareto,500,0.92,0.005239113877421708,0.005,11
pareto,500,0.92,0.005226048178102292,0.005,12
pareto,500,0.92,0.004953255800956249,0.005,13
pareto,500,0.92,0.00592418561914073,0.005,14
pareto,500,0.92,0.005517283826553608,0.005,15
pareto,500,0.92,0.006074072322693918,0.005,16
pareto,500,0.92,0.007110436780378327,0.005,17
pareto,500,0.92,0.0059760200132221095,0.005,18
pareto,500,0.92,0.005241620405178178,0.005,19
pareto,500,0.92,0.005713573591636185,0.005,20
pareto,500,0.92,0.006003592827403651,0.005,21
pareto,500,0.92,0.005901391695476603,0.005,22
pareto,500,0.92,0.005692684404882603,0.005,23
pareto,500,0.92,0.00849572050534917,0.005,24
pareto,500,0.92,0.0056595387252265685,0.005,25
pareto,500,0.92,0.00500244833213221,0.005,26
pareto,500,0.92,0.005610690354603422,0.005,27
pareto,500,0.92,0.005890681040112097,0.005,28
pareto,500,0.92,0.006064781418190838,0.005,29
pareto,500,0.92,0.005757269316432142,0.005,30
pareto,500,0.92,0.005535824051860757,0.005,31
pareto,500,0.92,0.006497180664156233,0.005,32
pareto,500,0.92,0.006072396906095605,0.005,33
pareto,500,0.92,0.00613125608842683,0.005,34
pareto,500,0.92,0.005687347992020564,0.005,35
pareto,500,0.92,0.0058808091665255155,0.005,36
pareto,500,0.92,0.005436734922682469,0.005,37
pareto,500,0.92,0.005844141906582657,0.005,38
pareto,500,0.92,0.005549319166330995,0.005,39
pareto,500,0.92,0.005195962039853498,0.005,40
pareto,500,0.92,0.005587128443079181,0.005,41
pareto,500,0.92,0.005292573149674743,0.005,42
pareto,500,0.92,0.006748348242230457,0.005,43
pareto,500,0.92,0.006906302491134673,0.005,44
pareto,500,0.92,0.004992317759604786,0.005,45
pareto,500,0.92,0.005761406837879063,0.005,46
pareto,500,0.92,0.005798522732219536,0.005,47
pareto,500,0.92,0.004733809513717168,0.005,48
pareto,500,0.92,0.005898465170094782,0.005,49
pareto,500,0.92,0.006374290905435187,0.005,50
pareto,500,0.92,0.005577619986326568,0.005,51
pareto,500,0.92,0.003706849577763669,0.005,52
pareto,500,0.92,0.005474849156880791,0.005,53
pareto,500,0.92,0.005614153782734571,0.005,54
pareto,500,0.92,0.005668715333821802,0.005,55
pareto,500,0.92,0.0058443370886199445,0.005,56
pareto,500,0.92,0.006012738866997542,0.005,57
pareto,500,0.92,0.005493361203191404,0.005,58
pareto,500,0.92,0.004941649341125516,0.005,59
pareto,500,0.92,0.005350835777411841,0.005,60
pareto,500,0.92,0.0053276827198670655,0.005,61
pareto,500,0.92,0.0057988855982259715,0.005,62
pareto,500,0.92,0.006082481100354607,0.005,63
pareto,500,0.92,0.006124340885043867,0.005,64
pareto,500,0.92,0.005734636959788092,0.005,65
pareto,500,0.92,0.005583828124459486,0.005,66
pareto,500,0.92,0.006016883534946137,0.005,67
pareto,500,0.92,0.00573640005767813,0.005,68
pareto,500,0.92,0.005952842274782394,0.005,69
pareto,500,0.92,0.005446393950396562,0.005,70
pareto,500,0.92,0.005541836385954005,0.005,71
pareto,500,0.92,0.005814966925318703,0.005,72
pareto,500,0.92,0.005302875576066898,0.005,73
pareto,500,0.92,0.004817951410391926,0.005,74
pareto,500,0.92,0.005261249965202277,0.005,75
pareto,500,0.92,0.006300838615432784,0.005,76
pareto,500,0.92,0.005025715611516251,0.005,77
pareto,500,0.92,0.004953555577163217,0.005,78
pareto,500,0.92,0.006103442082625362,0.005,79
pareto,500,0.92,0.005435726991828892,0.005,80
pareto,500,0.92,0.004850258930604725,0.005,81
pareto,500,0.92,0.00609862343011877,0.005,82
pareto,500,0.92,0.0052639409646909946,0.005,83
pareto,500,0.92,0.0057333795551840795,0.005,84
pareto,500,0.92,0.006045560156252457,0.005,85
pareto,500,0.92,0.006013138332041427,0.005,86
pareto,500,0.92,0.005591160659639946,0.005,87
pareto,500,0.92,0.0052993567688788094,0.005,88
pareto,500,0.92,0.0060624218447548825,0.005,89
pareto,500,0.92,0.006057390210122442,0.005,90
pareto,500,0.92,0.005654662409448759,0.005,91
pareto,500,0.92,0.006217859758449533,0.005,92
pareto,500,0.92,0.005855248029802283,0.005,93
pareto,500,0.92,0.005259866807306624,0.005,94
pareto,500,0.92,0.005516939228405436,0.005,95
pareto,500,0.92,0.005240778547571896,0.005,96
pareto,500,0.92,0.005841826881949918,0.005,97
pareto,500,0.92,0.006191867631220125,0.005,98
pareto,500,0.92,0.0054123999147183376,0.005,99
pareto,500,0.92,0.005930185688920054,0.005,100
pareto,500,0.92,0.005883092896358261,0.005,101
pareto,500,0.92,0.0054493145368366,0.005,102
pareto,500,0.92,0.0052776829678344,0.005,103
pareto,500,0.92,0.0059708670704584094,0.005,104
pareto,500,0.92,0.0046727263328529885,0.005,105
pareto,500,0.92,0.005719367030187709,0.005,106
pareto,500,0.92,0.00503720823367814,0.005,107
pareto,500,0.92,0.00557428312346742,0.005,108
pareto,500,0.92,0.005458853047679306,0.005,109
pareto,500,0.92,0.0064057554368373675,0.005,110
pareto,500,0.92,0.006416785091858027,0.005,111
pareto,500,0.92,0.006078326324874545,0.005,112
pareto,500,0.92,0.006210236880888481,0.005,113
pareto,500,0.92,0.005016857835241125,0.005,114
pareto,500,0.92,0.005154619009879782,0.005,115
pareto,500,0.92,0.005819138729731771,0.005,116
pareto,500,0.92,0.005967470247238775,0.005,117
pareto,500,0.92,0.006499607013923547,0.005,118
pareto,500,0.92,0.00588918911453232,0.005,119
pareto,500,0.92,0.0056627655718776435,0.005,120
pareto,500,0.92,0.004806688914767999,0.005,121
pareto,500,0.92,0.005433822188067282,0.005,122
pareto,500,0.92,0.005671472412068461,0.005,123
pareto,500,0.92,0.006668492597676095,0.005,124
pareto,500,0.92,0.004971953627874519,0.005,125
pareto,500,0.92,0.005844558541057966,0.005,126
pareto,500,0.92,0.005241481613821309,0.005,127
pareto,500,0.92,0.00571790859242597,0.005,128
pareto,500,0.92,0.006302567625316055,0.005,129
pareto,500,0.92,0.005963760497433898,0.005,130
pareto,500,0.92,0.005514817922689996,0.005,131
pareto,500,0.92,0.00508171622984219,0.005,132
pareto,500,0.92,0.006253014625877293,0.005,133
pareto,500,0.92,0.005919592868471071,0.005,134
pareto,500,0.92,0.004664139847579341,0.005,135
pareto,500,0.92,0.00600986727091548,0.005,136
pareto,500,0.92,0.006347617747972267,0.005,137
pareto,500,0.92,0.006643215152126414,0.005,138
pareto,500,0.92,0.005587558130067266,0.005,139
pareto,500,0.92,0.005531400442334296,0.005,140
pareto,500,0.92,0.005113133781809935,0.005,141
pareto,500,0.92,0.004902891783351623,0.005,142
pareto,500,0.92,0.005717461113889755,0.005,143
pareto,500,0.92,0.004917063438022305,0.005,144
pareto,500,0.92,0.0056003841233525,0.005,145
pareto,500,0.92,0.005300207761669335,0.005,146
pareto,500,0.92,0.006066385833100529,0.005,147
pareto,500,0.92,0.005630294099054649,0.005,148
pareto,500,0.92,0.00540449931569394,0.005,149
pareto,500,0.92,0.006325267948213487,0.005,150
pareto,500,0.92,0.005157328441325122,0.005,151
pareto,500,0.92,0.00545920133195683,0.005,152
pareto,500,0.92,0.0064474916232390685,0.005,153
pareto,500,0.92,0.0055330120620794305,0.005,154
pareto,500,0.92,0.005007658994427113,0.005,155
pareto,500,0.92,0.005697192025006553,0.005,156
pareto,500,0.92,0.005138909368996484,0.005,157
pareto,500,0.92,0.005662405607054007,0.005,158
pareto,500,0.92,0.006080000145905026,0.005,159
pareto,500,0.92,0.005095912891722511,0.005,160
pareto,500,0.92,0.005439074755066516,0.005,161
pareto,500,0.92,0.0056686718486890515,0.005,162
pareto,500,0.92,0.005902098428319303,0.005,163
pareto,500,0.92,0.005219369903881572,0.005,164
pareto,500,0.92,0.005381254123379961,0.005,165
pareto,500,0.92,0.006326402497212465,0.005,166
pareto,500,0.92,0.006120845076701079,0.005,167
pareto,500,0.92,0.005276592605802322,0.005,168
pareto,500,0.92,0.0050165789308343235,0.005,169
pareto,500,0.92,0.005338779141864342,0.005,170
pareto,500,0.92,0.005219899071806081,0.005,171
pareto,500,0.92,0.005289964427394667,0.005,172
pareto,500,0.92,0.006003610729543918,0.005,173
pareto,500,0.92,0.005833515067374893,0.005,174
pareto,500,0.92,0.006675291033725298,0.005,175
pareto,500,0.92,0.006344409982925476,0.005,176
pareto,500,0.92,0.005669778538959767,0.005,177
pareto,500,0.92,0.0063487715573614925,0.005,178
pareto,500,0.92,0.00538447165610852,0.005,179
pareto,500,0.92,0.00520275435151664,0.005,180
pareto,500,0.92,0.0053174479507030435,0.005,181
pareto,500,0.92,0.0050640803743263844,0.005,182
pareto,500,0.92,0.0054946945489852995,0.005,183
pareto,500,0.92,0.005435327200069135,0.005,184
pareto,500,0.92,0.005409292959674655,0.005,185
pareto,500,0.92,0.005271078218227181,0.005,186
pareto,500,0.92,0.005314755009543773,0.005,187
pareto,500,0.92,0.005995482487677658,0.005,188
pareto,500,0.92,0.005749239272207677,0.005,189
pareto,500,0.92,0.005244372800375374,0.005,190
pareto,500,0.92,0.004942102742126868,0.005,191
pareto,500,0.92,0.005771243209160578,0.005,192
pareto,500,0.92,0.004813627345673171,0.005,193
pareto,500,0.92,0.00674139347957348,0.005,194
pareto,500,0.92,0.005355158292652439,0.005,195
pareto,500,0.92,0.0052754328639196355,0.005,196
pareto,500,0.92,0.006135140520852087,0.005,197
pareto,500,0.92,0.005814105874987324,0.005,198
pareto,500,0.92,0.005876733206230687,0.005,199
gamma,500,0.93,0.006722564879847048,0.005,0
gamma,500,0.93,0.005670274010271785,0.005,1
gamma,500,0.93,0.005858012610616231,0.005,2
gamma,500,0.93,0.006271836922490634,0.005,3
gamma,500,0.93,0.005131222273603752,0.005,4
gamma,500,0.93,0.007743108010097119,0.005,5
gamma,500,0.93,0.006403840006248281,0.005,6
gamma,500,0.93,0.006178899353209429,0.005,7
gamma,500,0.93,0.0061763396906440934,0.005,8
gamma,500,0.93,0.0,0.005,9
gamma,500,0.93,0.005009677253573542,0.005,10
gamma,500,0.93,0.005702312764664616,0.005,11
gamma,500,0.93,0.005274219941796609,0.005,12
gamma,500,0.93,0.005996602373877132,0.005,13
gamma,500,0.93,0.004998602027363215,0.005,14
gamma,500,0.93,0.005537914444059428,0.005,15
gamma,500,0.93,0.0056612799169212654,0.005,16
gamma,500,0.93,0.005656330213260258,0.005,17
gamma,500,0.93,0.0068498579565762835,0.005,18
gamma,500,0.93,0.00788839914086663,0.005,19
gamma,500,0.93,0.006004908604452546,0.005,20
gamma,500,0.93,0.008414520225447865,0.005,21
gamma,500,0.93,0.006240479704410932,0.005,22
gamma,500,0.93,0.005957818738409961,0.005,23
gamma,500,0.93,0.006446943963665648,0.005,24
gamma,500,0.93,0.0060759083546153055,0.005,25
gamma,500,0.93,0.005350502744044994,0.005,26
gamma,500,0.93,0.006113858205252197,0.005,27
gamma,500,0.93,0.005888902593834896,0.005,28
gamma,500,0.93,0.006404583695899477,0.005,29
gamma,500,0.93,0.005865150586484516,0.005,30
gamma,500,0.93,0.005238270675983604,0.005,31
gamma,500,0.93,0.0049641896962812695,0.005,32
gamma,500,0.93,0.006037758101760558,0.005,33
gamma,500,0.93,0.005294013622966283,0.005,34
gamma,500,0.93,0.0057484201118927864,0.005,35
gamma,500,0.93,0.0060026157339785596,0.005,36
gamma,500,0.93,0.004630517578650169,0.005,37
gamma,500,0.93,0.005245716835452719,0.005,38
gamma,500,0.93,0.00461583497373881,0.005,39
gamma,500,0.93,0.005344361648016562,0.005,40
gamma,500,0.93,0.00548048568184347,0.005,41
gamma,500,0.93,0.004965718075867808,0.005,42
gamma,500,0.93,0.00691602030175123,0.005,43
gamma,500,0.93,0.007571108435406693,0.005,44
gamma,500,0.93,0.005099548210043433,0.005,45
gamma,500,0.93,0.005758431203029094,0.005,46
gamma,500,0.93,0.005921167321705249,0.005,47
gamma,500,0.93,0.007615796683691744,0.005,48
gamma,500,0.93,0.005893885974773526,0.005,49
gamma,500,0.93,0.005265318513728349,0.005,50
gamma,500,0.93,0.005411780789603315,0.005,51
gamma,500,0.93,0.005023337446485553,0.005,52
gamma,500,0.93,0.005542141768636825,0.005,53
gamma,500,0.93,0.006672990184142519,0.005,54
gamma,500,0.93,0.006790201938941997,0.005,55
gamma,500,0.93,0.005939899465774383,0.005,56
gamma,500,0.93,0.00666905541027907,0.005,57
gamma,500,0.93,0.005228860402642719,0.005,58
gamma,500,0.93,0.006663889313242561,0.005,59
gamma,500,0.93,0.006149738632827643,0.005,60
gamma,500,0.93,0.00552638950008255,0.005,61
gamma,500,0.93,0.004920018812709593,0.005,62
gamma,500,0.93,0.005769215667512983,0.005,63
gamma,500,0.93,0.004789991160640348,0.005,64
gamma,500,0.93,0.005627327719549858,0.005,65
gamma,500,0.93,0.005094527210542211,0.005,66
gamma,500,0.93,0.010723467408807504,0.005,67
gamma,500,0.93,0.005856453922273214,0.005,68
gamma,500,0.93,0.005091251019498792,0.005,69
gamma,500,0.93,0.0054321012055508835,0.005,70
gamma,500,0.93,0.006672907907154288,0.005,71
gamma,500,0.93,0.006181019416919017,0.005,72
gamma,500,0.93,0.004780127768352032,0.005,73
gamma,500,0.93,0.004732221554346887,0.005,74
gamma,500,0.93,0.0055221398239295874,0.005,75
gamma,500,0.93,0.006056639774258153,0.005,76
gamma,500,0.93,0.005173290412154001,0.005,77
gamma,500,0.93,0.005198395099787054,0.005,78
gamma,500,0.93,0.005872785936400896,0.005,79
gamma,500,0.93,0.005345159465929965,0.005,80
