Experiment Repetition Index,"(0,KS)","(1,KS)","(2,KS)","(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,0.06673601755392441,0.047209835187997776,0.03250581060614016,0.06852114095988782,0.03471234379317391,0.02538400978763366
1,0.07073601755700919,0.049648501048321546,0.03569470372442384,0.06961551156764546,0.03513904341950259,0.02605295516748957
2,0.06473601762664204,0.045595164194870134,0.03268960901779036,0.03291876502504592,0.015278683001936855,0.01308138125839866
3,0.06273601755781627,0.04549603169234355,0.030986130588983262,0.028049569012565393,0.012918676056418357,0.011047444629569903
4,0.07473601755396042,0.048311742260895865,0.03278112589178117,0.07863583922228626,0.03986481750690539,0.02919149043058321
5,0.07273601757655017,0.045255218480426435,0.030961416279050056,0.06510721528040944,0.0328324384649883,0.024081902378371083
6,0.06873601755396341,0.0537429342016797,0.03674869023789812,0.0670338726429865,0.03345984530550859,0.02508394376847886
7,0.06473601762664204,0.04703994051915843,0.03393596934262551,0.03142460500561471,0.014340792366113813,0.012332033147069557
8,0.06473601773911332,0.047682611353604895,0.03222089875160377,0.06415423116068489,0.03226210044303142,0.023703352818927208
9,0.07073601755359626,0.04845203118890325,0.033141383990009966,0.13471571539001645,0.060830596478628596,0.038660656680727296
10,0.07073601755700919,0.042241012601238005,0.028713828783099332,0.054693906601308684,0.027319820983227078,0.019920395135409302
11,0.06873601755357997,0.04875311877734922,0.03386410087433803,0.13717423639027512,0.05958065197374739,0.037041866570127355
12,0.07673601755384939,0.050428513110119276,0.035231864421617534,0.10102664783988874,0.051410332792950195,0.034487699742026395
13,0.06873601755396341,0.05184887121450693,0.03441764441945592,0.06259017774774063,0.031330308657151924,0.02277843762524497
14,0.07273601757655017,0.05534917217115736,0.040636519038575895,0.0700249518505282,0.0350817632305252,0.025990373267532403
15,0.06873601755396341,0.04486698093422057,0.030852016665738575,0.06080025429445696,0.030159418798747617,0.02238725767986076
