Data Source,nData,percentageLHS,Lower Bound,Upper Bound,True Value,Repetition Index
lognorm,500,0.95,0.004852394478065669,0.0073922659489813565,0.005,0
lognorm,500,0.95,0.0038323976273081585,0.00595098932373165,0.005,1
lognorm,500,0.95,0.0045000525951881375,0.006772838042204622,0.005,2
lognorm,500,0.95,0.0036969256191450436,0.005604852731751872,0.005,3
lognorm,500,0.95,0.0044410787543866966,0.007168553201082999,0.005,4
lognorm,500,0.95,0.004692320114393796,0.006463645945518519,0.005,5
lognorm,500,0.95,0.004055431051005337,0.00640983281219546,0.005,6
lognorm,500,0.95,0.0037926181608513685,0.005653450051702968,0.005,7
lognorm,500,0.95,0.0043656462678342,0.006624002942304215,0.005,8
lognorm,500,0.95,0.003504751372739156,0.005758386009268925,0.005,9
lognorm,500,0.95,0.0053168222861248214,0.006520272455021005,0.005,10
lognorm,500,0.95,0.0036798048292532837,0.0056249899307916126,0.005,11
lognorm,500,0.95,0.004181783559772271,0.006535099671555988,0.005,12
lognorm,500,0.95,0.0042989940510649955,0.006469587972155966,0.005,13
lognorm,500,0.95,0.004585524548461859,0.0068881725079379,0.005,14
lognorm,500,0.95,0.0040291307534354144,0.006009396306982768,0.005,15
lognorm,500,0.95,0.0032732830417623315,0.004960824063693359,0.005,16
lognorm,500,0.95,0.0037737137850557827,0.005996306720996138,0.005,17
lognorm,500,0.95,0.004402890179073434,0.006519528093673898,0.005,18
lognorm,500,0.95,0.003629352847044336,0.005939423549113664,0.005,19
lognorm,500,0.95,0.004409630717730861,0.006626864918751885,0.005,20
lognorm,500,0.95,0.004265313336181412,0.0065547648870782965,0.005,21
lognorm,500,0.95,0.004855553261100809,0.0069165615674707005,0.005,22
lognorm,500,0.95,0.002995361555534568,0.005093925145764609,0.005,23
lognorm,500,0.95,0.004319744696582502,0.006555250807661923,0.005,24
lognorm,500,0.95,0.003580576026133126,0.0058240784703591265,0.005,25
lognorm,500,0.95,0.00417837273353726,0.006504520240363961,0.005,26
lognorm,500,0.95,0.005429580360619212,0.006788888999641433,0.005,27
lognorm,500,0.95,0.005152771924816819,0.007463100642966863,0.005,28
lognorm,500,0.95,0.003259904536067224,0.004961106105123843,0.005,29
lognorm,500,0.95,0.004607474253703234,0.007092168327992223,0.005,30
lognorm,500,0.95,0.007817491301494265,0.010594610563400391,0.005,31
lognorm,500,0.95,0.004150265632873227,0.0061765381830995334,0.005,32
lognorm,500,0.95,0.003931701933574111,0.005309172694158388,0.005,33
lognorm,500,0.95,0.003858328854969088,0.005910312667348723,0.005,34
lognorm,500,0.95,0.002810041340613676,0.004542481181806739,0.005,35
lognorm,500,0.95,0.004214138416337809,0.006318467438274007,0.005,36
lognorm,500,0.95,0.004610081236304594,0.006734267538548554,0.005,37
lognorm,500,0.95,0.004450094040355929,0.006813996684055406,0.005,38
lognorm,500,0.95,0.003999572928987823,0.006424533489610444,0.005,39
lognorm,500,0.95,0.004751669366522439,0.006821554478521798,0.005,40
lognorm,500,0.95,0.004649211701987652,0.006660905124274971,0.005,41
lognorm,500,0.95,0.004228482575162061,0.006335268201849393,0.005,42
lognorm,500,0.95,0.003515517382204649,0.005497812911225629,0.005,43
lognorm,500,0.95,0.003908533619419301,0.006063547909675901,0.005,44
lognorm,500,0.95,0.0031124730192796813,0.004823982064566185,0.005,45
lognorm,500,0.95,0.004909762589431634,0.005813201732677788,0.005,46
lognorm,500,0.95,0.0041050389176892615,0.006354764978997991,0.005,47
lognorm,500,0.95,0.0039847468850888745,0.005956467252292353,0.005,48
lognorm,500,0.95,0.0044900086836572005,0.006754696836807908,0.005,49
lognorm,500,0.95,0.0033868451963906475,0.005360888249140441,0.005,50
lognorm,500,0.95,0.003898139654406507,0.005473815253189126,0.005,51
lognorm,500,0.95,0.0050348036753343674,0.007294959116508488,0.005,52
lognorm,500,0.95,0.004582378391744043,0.007237767354022828,0.005,53
lognorm,500,0.95,0.005747944306352136,0.0068851921913453615,0.005,54
lognorm,500,0.95,0.004999384864453408,0.007406961296436853,0.005,55
lognorm,500,0.95,0.005300634709789296,0.007978600970687838,0.005,56
lognorm,500,0.95,0.004501781697864971,0.006396712366764285,0.005,57
lognorm,500,0.95,0.005110606505553821,0.00763487481762678,0.005,58
lognorm,500,0.95,0.0042299070270942415,0.006449011090049112,0.005,59
lognorm,500,0.95,0.004901415755187209,0.007006785832177458,0.005,60
lognorm,500,0.95,0.0038429807934735704,0.006019209615581306,0.005,61
lognorm,500,0.95,0.004958502876840882,0.007355003244824519,0.005,62
lognorm,500,0.95,0.0041041217128533,0.006304981064550645,0.005,63
lognorm,500,0.95,0.0038481804781352797,0.006026943522064715,0.005,64
lognorm,500,0.95,0.00412938094582509,0.006252153272054799,0.005,65
lognorm,500,0.95,0.003560415450482967,0.005603102388707049,0.005,66
lognorm,500,0.95,0.004731030742780287,0.007579423547423822,0.005,67
lognorm,500,0.95,0.004646869109116364,0.0061775301124082724,0.005,68
lognorm,500,0.95,0.0035288797335485188,0.005765320513039079,0.005,69
lognorm,500,0.95,0.005124902971378549,0.007841981924627248,0.005,70
lognorm,500,0.95,0.0046228917997827015,0.007169565107762275,0.005,71
lognorm,500,0.95,0.004565741027312181,0.006756340985649269,0.005,72
lognorm,500,0.95,0.004128870268477684,0.006189002449998795,0.005,73
lognorm,500,0.95,0.004167129963392872,0.006422258982217356,0.005,74
lognorm,500,0.95,0.003124700376568459,0.00477006336322505,0.005,75
lognorm,500,0.95,0.003959897720381989,0.006254781963983414,0.005,76
lognorm,500,0.95,0.003825745076328398,0.006222018571122634,0.005,77
lognorm,500,0.95,0.0029882006816544255,0.004934726889617742,0.005,78
lognorm,500,0.95,0.004774742603181211,0.007450023023948286,0.005,79
lognorm,500,0.95,0.00411944538154592,0.005817929902584442,0.005,80
lognorm,500,0.95,0.006169550170194228,0.007381067464423592,0.005,81
lognorm,500,0.95,0.003998812960485283,0.006129434507641845,0.005,82
lognorm,500,0.95,0.003934192755251943,0.005914286217754728,0.005,83
lognorm,500,0.95,0.004187973079195973,0.006165492938734607,0.005,84
lognorm,500,0.95,0.005159677370005789,0.006326631847377948,0.005,85
lognorm,500,0.95,0.0033857470529973254,0.005257476258876291,0.005,86
lognorm,500,0.95,0.0038386922239314184,0.005848428515620713,0.005,87
lognorm,500,0.95,0.0037982018787899737,0.006057735359394898,0.005,88
lognorm,500,0.95,0.003410036659701413,0.005310793752199695,0.005,89
lognorm,500,0.95,0.004118345647507265,0.006169391282900663,0.005,90
lognorm,500,0.95,0.004093419303069726,0.006123069376196022,0.005,91
lognorm,500,0.95,0.004005124241385148,0.006066688639316554,0.005,92
lognorm,500,0.95,0.004530255787934673,0.006645359276774109,0.005,93
lognorm,500,0.95,0.003660704036286111,0.005713375906783203,0.005,94
lognorm,500,0.95,0.004318022262846313,0.006548896782614206,0.005,95
lognorm,500,0.95,0.0043788225556930915,0.006670425815793328,0.005,96
lognorm,500,0.95,0.004093164563824522,0.006397159494555558,0.005,97
lognorm,500,0.95,0.0036428713859285896,0.005725321082841501,0.005,98
lognorm,500,0.95,0.005603879276226324,0.00767929207096229,0.005,99
lognorm,500,0.95,0.0051198111615601595,0.007741156220621206,0.005,100
lognorm,500,0.95,0.0048036032785872705,0.006998498997815994,0.005,101
lognorm,500,0.95,0.004115332823184942,0.0063652715849814,0.005,102
lognorm,500,0.95,0.004786358544931544,0.006031974560372044,0.005,103
lognorm,500,0.95,0.0038404920585402035,0.006216977596619537,0.005,104
