Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,28.89139867276116,17.649210425169887,15.6673048982389
1,14.64371653600615,10.953365468665908,10.390145601896442
2,20.70021249132129,15.178131497722799,14.323575365956179
3,20.701566678392574,15.088352569067856,14.002057270500966
4,13.114777299740243,9.882788022168931,9.399131309468792
5,36.28839204637809,23.63190608989077,21.013322788548564
6,15.053684678972491,11.252423882414943,10.668612497278122
7,35.20700449272509,22.673107090105162,20.244452173337343
8,17.50914171401793,12.997665371693063,12.305639502073909
9,16.063614010981695,11.893014687637447,11.072095532993032
