Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,19.50796238536684,13.914714094182868,13.126025845929588
1,23.017717450658992,16.24351579587644,15.252879854962
2,25.836389461291326,18.248404808695852,17.18546626329137
3,35.28039990199147,24.66493224165882,23.225788303815065
4,16.750332589702708,11.7537440171999,10.969685895979776
5,64.39165428980381,44.3492188486066,41.72969081221912
6,20.892717405886952,14.777229358917184,13.888654172605335
7,35.86469859919272,25.0752767193519,23.604674015284587
8,21.82465669566935,15.412640992988036,14.475385797468494
9,16.10435766057733,11.418427123056146,10.705657568403073
