Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,13.259946213448025,11.246240621898163,10.939608179548525
1,13.159768740855814,11.088485051621774,10.76457462897157
2,12.97180803122386,10.948911127600386,10.636001149044251
3,14.42519898101121,11.970890982694302,11.564568312263422
4,13.14469586020906,11.125259345372474,10.822711038422408
5,15.90354733031289,12.615208697423366,11.96408196993439
6,12.381552491687195,10.552872312038287,10.271704560936133
7,14.710969587018575,12.174698290715332,11.769371738074625
8,13.88326766510417,11.653826847849217,11.306557239767024
9,12.691900876012895,10.722394161867184,10.406987651848198
