Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,10.369236409689272,8.6182055099173,8.302602901654568
1,10.381827913410188,8.28224871173218,7.956386172774626
2,10.642381773889406,8.481276032646369,8.153208831773862
3,11.713092777924514,9.023099823538672,8.644508222551037
4,10.310890696991907,8.52937050745317,8.202118952636361
5,12.25128083086593,8.93888776005339,8.524115798004338
6,10.04629631417581,8.170871228034985,7.8095407836155335
7,11.950737577399785,9.267964317164816,8.82991513998596
8,10.997471058949408,8.787503336252218,8.461913758046734
9,10.396211972000781,8.320761758238119,7.971266191377343
