Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,10.79349536615015,8.84681221770936,8.469853342144233
1,10.554966193264576,8.599498713168488,8.20977267692556
2,10.380762957611903,8.507397363401012,8.123550547061406
3,11.192245471741733,9.03047107705672,8.590580601101212
4,10.625394937956411,8.714024563895398,8.347294626042931
5,11.738083876084275,9.148739118664313,8.620453262983805
6,10.101694052635892,8.336068444582054,7.9168529655113495
7,11.362205374813083,9.087072972970383,8.593502846926349
8,11.025216017425153,9.000712544290572,8.609418014373018
9,10.193833425011107,8.336152392901798,7.9397667471684645
