Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,43.39060267244744,26.35761958866653,24.746004961967955
1,55.778909801446005,32.90227542012127,30.698636110752417
2,33.633840408234505,23.381444140347472,22.101878411710338
3,38.010000390351394,23.560012464830237,22.146522125335913
4,47.98360799228745,28.6214114973613,26.76797509399383
5,41.42105682162128,25.227182452499846,23.724357127173924
6,43.88054135509702,26.693366409276507,25.02798101805237
7,41.187582375540735,25.14744352395737,23.68139517882416
8,41.89161358716434,25.609327992712238,24.1101485503942
9,55.88902902982373,32.93494776672982,30.764119660233717
