Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,57.43303749111793,32.0454610373227,29.809326585819235
1,74.65143344687391,40.62074665879656,37.62350609705625
2,37.555413268182036,27.6958061442606,25.897674836781317
3,49.618514794117715,28.093573330764052,26.18467257792593
4,62.755963211574695,35.038411450677486,32.44657006311397
5,51.70649515825207,30.50006784067257,28.36150009013921
6,53.295150364292,32.01199302919704,29.72683156591831
7,49.183925694106826,30.430781824402736,28.265082524553392
8,53.24718580332197,30.83047974357234,28.673961389020178
9,75.17728573695406,40.795851909343185,37.75923255821853
