Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,48.9358602106349,27.757658912211205,25.868625109839996
1,53.46504448285849,30.139771624682254,28.059189706432697
2,37.34799541238429,25.843725875166918,24.12434234595579
3,35.395431190646335,23.860089289696763,22.321091278506355
4,53.96456741234479,30.23517022792885,28.14869968514335
5,50.05828166683186,28.354623795818043,26.45635202781655
6,52.504921672571996,29.99553129949934,27.973168303055957
7,37.67595746707488,26.498093194211997,24.67422563060945
8,49.84434803331891,28.14145775369203,26.24332071315698
9,76.61304604167782,41.631457553918395,38.61220187654496
