Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,13.862364782942844,7.129424667275922,6.506725003399211
1,8.897327987189676,6.23272373629294,5.69929242552913
2,11.89567692329218,7.476661758471519,6.8081211361975225
3,11.632039985274428,6.84504487639199,6.236225049576518
4,8.291238812192915,6.101044818781406,5.647374369918062
5,16.378283535795187,8.48570533161634,7.729343637594152
6,9.112514240587647,6.188984581423828,5.63970705034561
7,16.338690253417262,8.37759766348072,7.626183539572072
8,10.39665829844423,6.962492004188048,6.353108180202447
9,9.38485340175901,6.116167443208672,5.574287307375159
