Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,65.51684539417394,35.61529774732351,32.973269945414465
1,85.58635580787094,45.51201040392377,41.94943559762744
2,39.58465214386521,29.778426880596413,27.913841311382292
3,53.567971456103805,30.98229670905938,28.69722657942468
4,67.2704263085389,39.09966088601635,36.01388420189789
5,55.088379814584144,33.806045359657375,31.257439054283694
6,56.747295837486725,35.431390877349614,32.692066037284214
7,52.31197858133076,33.66898523760432,31.075502205987807
8,56.75547906408833,34.07962586357206,31.4968336982256
9,86.2155786583541,45.71817337708208,42.09793795855251
