Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,19.36556278139007,14.318835063148457,13.424478252320828
1,19.207922990922427,14.227438140132538,13.363566431499954
2,18.589826916497934,13.910318761655347,13.109033118702852
3,20.869738855661986,15.49804955020464,14.590669599958465
4,19.052586218098874,14.177392529070215,13.326748977325998
5,23.02566525151283,17.106289945844647,16.15496177171941
6,17.876033315337708,13.319660913909523,12.513223320736392
7,21.34169321016305,15.874900953736837,14.957622995027883
8,20.064449320048723,14.945586085697375,14.067532903162654
9,18.412272659935482,13.600168035188675,12.73415984474222
