Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,8.591037180356906,5.661152523899493,5.357486970751772
1,9.73690192671446,6.061529305719789,5.714245750201851
2,10.52762925140916,6.406000985442025,6.050717891634248
3,11.828564377281161,6.994693272591661,6.564250609662944
4,7.71023456615275,5.519753247155242,5.218961048251162
5,15.65614589835596,9.019556883501977,8.447315585656035
6,9.058796087970578,5.806456305731047,5.4935572278642315
7,12.203139737882973,7.156046302702144,6.683565764132829
8,9.384575469070091,5.9777444493099345,5.650956692296024
9,7.332346694484663,5.000380256672029,4.741426083882759
