Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,17.25074456761047,13.742015127788749,13.162312002948635
1,17.30233611932389,13.688483511459733,13.165578793280032
2,17.017601838470803,13.544741794777348,13.021756102918268
3,19.34869859194653,15.205100370409673,14.633569581232175
4,17.16594471666184,13.605861726142653,13.10063542715808
5,22.037220566887108,17.095793073340644,16.423854076023254
6,16.03019447110587,12.813112295704457,12.351038162110216
7,19.789472864222716,15.503740638507015,14.883829440350642
8,18.34665929452423,14.492116977975549,13.944904262209668
9,16.635195840639412,13.215675487673385,12.730434703028788
