Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,14.89346842281137,7.7030429758989225,7.041601003013147
1,9.338884100894735,6.583268016475577,6.032584759583935
2,12.566493894305037,7.930488884641306,7.242997328090123
3,12.316858801685619,7.285930269259767,6.663909242225255
4,8.661568034499,6.463220790078115,6.019157309754454
5,17.871653610915125,9.318434344754223,8.49499637974619
6,9.57153521242834,6.70656487277026,6.116263540650851
7,17.534520135225442,9.004328142627507,8.216467174763995
8,10.940410212434685,7.3776560544800684,6.741060837964805
9,9.894144017055307,6.566209648845339,5.995292223554167
