Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,72.40273768105804,39.51467577947686,36.489595895639226
1,97.05419955923237,51.51890474799103,47.453507929351034
2,41.90234944630308,31.804432012913285,29.900947166353255
3,57.78757471247001,34.70516519089851,32.04020879528088
4,72.72501680820687,43.648777005026574,40.15990789173393
5,59.321898001281596,37.112652401313355,34.27014794092598
6,61.05704050463896,39.485624962551995,36.413060476431
7,56.20529952559033,36.60258539153463,33.750295620468975
8,61.162398373681356,37.470410539741316,34.65127243906774
9,97.1653781243237,51.39216135509159,47.44154038888644
