Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,19.012104197074756,13.749333325130873,13.023750604566185
1,22.468111834442063,16.05605838015129,15.14869232529882
2,25.327839036429147,18.091313597449393,17.099505542360795
3,34.883073403743275,24.569667199971207,23.17503297208216
4,16.022053530113656,11.495022737974573,10.81120737931494
5,64.10982589419854,44.33166259780649,41.624385492596936
6,20.35145394704096,14.638923946781684,13.8331946757467
7,35.44542742326624,24.94864124189408,23.530156622789736
8,21.230768966604636,15.202495990159775,14.34131413638194
9,15.575859083213999,11.32228170184904,10.686892549445975
