Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,148.95442033520294,105.6354256317077,99.2222783711344
1,133.91887198844594,94.98753477745339,89.07391393527729
2,84.48391944868561,60.09680867999285,56.11523957490016
3,80.62513696334321,57.42556254172475,53.6030724595823
4,151.3613643202612,107.08518570216904,100.41098381088193
5,129.2313177871943,91.74811092190382,85.929639267978
6,127.87986988033582,90.86527056356871,85.17071682252762
7,85.13965515434154,60.33299946169413,56.25519304646443
8,132.64743953040124,94.23342504392683,88.43162635360082
9,290.9805632022726,203.71090818962807,190.71851572988044
