Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,72.75775749258858,40.5765628761618,37.354122333178914
1,100.89566094910741,52.31478189670249,47.939295554221545
2,42.14802169931025,31.997163559765596,30.19528737346171
3,57.793874242244165,34.985451776489484,32.15435434527788
4,72.74440323258918,44.74565786628338,40.949412301332515
5,59.35821462918664,38.396877023410866,35.256848441498846
6,61.10626363276247,40.1734988882629,36.77603775047512
7,56.261954910715296,38.13677669995215,34.94755898187074
8,61.18496796935996,38.58217075341108,35.38055544469911
9,101.6691341377692,52.56258123699829,48.10168474237169
