Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,9.93505757621096,7.155535089063239,6.660592974087969
1,11.374103101013926,8.017959646776227,7.435232622708911
2,12.555476650370775,8.453076972395463,7.80328789810623
3,16.24914621899577,9.41677475170784,8.70254613899083
4,8.84025531675693,6.758046419834844,6.386509787393034
5,23.781354818715386,12.40849109096917,11.429975530865125
6,10.516362000184431,7.592090930105632,7.067532889446748
7,16.488007358101676,9.543911426396058,8.78610084930014
8,10.918837064470228,7.81789849596063,7.2534997819920175
9,8.417385012994572,6.302894143559654,5.898873777184521
