Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,11.192795130798588,9.179438324875823,8.81838041743071
1,10.966858781413992,8.946673716653434,8.571223766405954
2,10.779940745623946,8.854256450749258,8.494822689780891
3,11.681966012198036,9.412080308567555,8.969881595111467
4,11.015908208754686,9.040209796010737,8.678924792145796
5,12.363444326850544,9.664983949358515,9.125095550806089
6,10.471514991888437,8.649891679055763,8.285464505329248
7,11.86583726219462,9.513247893019855,9.045096498760278
8,11.456934875245416,9.334784019890048,8.925607774345568
9,10.593161146169592,8.67652255261871,8.310329533978596
