Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,12.880921483724515,6.932828233538173,6.394898376960905
1,8.869821704357761,5.959210891820682,5.526791038469666
2,11.885354271479875,7.182258948351537,6.626276023875253
3,11.630666052606696,6.592584879701351,6.088852740109098
4,8.231433725327449,6.005844501608328,5.563612347916328
5,15.520273398816649,8.349607208304466,7.6763466270714655
6,9.090078243846435,6.134060644135989,5.653545721814636
7,15.018661369714978,8.036438462569835,7.407663012598432
8,10.374749269624978,6.718130620646008,6.217431801491212
9,9.371825721054064,5.932836843327529,5.476464778456181
