Experiment Repetition Index,"(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,39.75745642087786,26.05372013301596,24.530710291869696
1,52.28140733531435,32.6790006662702,30.605617991119058
2,33.16089367237211,22.99653767810978,21.971507794901832
3,34.767677800034114,23.317171328610343,22.140556253074127
4,44.300150931293885,28.337317335735094,26.662719105943175
5,37.344331552099476,24.86074120389016,23.53601005325545
6,39.97718272919197,26.369260118953942,24.96879991638439
7,37.35537502635217,24.900265663381596,23.623166138490596
8,38.09701646232993,25.3323849878069,23.994320572013756
9,51.644889438053596,32.6396740249484,30.614766686736637
