Data Source,nData,thres_pct,Lower Bound,Upper Bound,True Value,Repetition Index
gamma,30,0.6,0.0007144199383771921,0.007151261721352858,0.005,0
gamma,30,0.6,0.0027195260546053358,0.007552812027111478,0.005,1
gamma,30,0.6,0.00048755310233640774,0.005045210961514186,0.005,2
gamma,30,0.6,0.0025159384092341454,0.006877324602173294,0.005,3
gamma,30,0.6,-0.0025230362943089086,0.004147697185889817,0.005,4
gamma,30,0.6,0.005771464354060507,0.01063723483312784,0.005,5
gamma,30,0.6,0.002390735311812731,0.008084748441078093,0.005,6
gamma,30,0.6,0.0001513733718928684,0.018777183458109605,0.005,7
gamma,30,0.6,0.001958411747999478,0.006705322920145107,0.005,8
gamma,30,0.6,0.0019884380634062715,0.007350054578810862,0.005,9
gamma,30,0.6,0.003083068275676573,0.009127777794050027,0.005,10
gamma,30,0.6,-0.0004570271004876753,0.0065276208133122435,0.005,11
gamma,30,0.6,-0.00043086646938126673,0.0021693150350819562,0.005,12
gamma,30,0.6,0.0010130019205445491,0.007171489933958235,0.005,13
gamma,30,0.6,0.003664265789471033,0.003664265789471033,0.005,14
gamma,30,0.6,-0.00017260489990084742,0.007126455796911685,0.005,15
gamma,30,0.6,0.001152210353536023,0.0058650200372522086,0.005,16
gamma,30,0.6,0.002243672039951849,0.009829477762116234,0.005,17
gamma,30,0.6,0.0028582202205882745,0.009233915607717387,0.005,18
gamma,30,0.6,0.004256307299722462,0.004256307299722462,0.005,19
gamma,30,0.6,0.0030728473118133183,0.010035424110172712,0.005,20
gamma,30,0.6,0.003024820577573103,0.008374673548151792,0.005,21
gamma,30,0.6,0.00471924002580935,0.007119081717708449,0.005,22
gamma,30,0.6,0.0036036192253894347,0.008505854838447789,0.005,23
gamma,30,0.6,0.0023128994264187686,0.0023128994264187686,0.005,24
gamma,30,0.6,0.002185336876767654,0.009762030158752252,0.005,25
gamma,30,0.6,0.0029142548811795345,0.0029142548811795345,0.005,26
gamma,30,0.6,0.0002859600307301605,0.004774790006308559,0.005,27
gamma,30,0.6,0.0015545221630760713,0.010229676744281374,0.005,28
gamma,30,0.6,0.0035991718340390405,0.008160354032278638,0.005,29
gamma,30,0.6,0.004771945991985756,0.008007019452708257,0.005,30
gamma,30,0.6,0.0050537737538959935,0.007672550503644796,0.005,31
gamma,30,0.6,0.00012705445228737393,0.006198807021966162,0.005,32
gamma,30,0.6,0.00498429346184031,0.011964581020197148,0.005,33
gamma,30,0.6,0.002024100608631678,0.008674709940313092,0.005,34
gamma,30,0.6,0.00043757610169786607,0.005901109284496377,0.005,35
gamma,30,0.6,0.002575533124547347,0.002575533124547347,0.005,36
gamma,30,0.6,-0.0008240016458645047,0.00172377652469581,0.005,37
gamma,30,0.6,0.0026227926208685307,0.0026227926208685307,0.005,38
gamma,30,0.6,0.0010160892980754076,0.006939598660429623,0.005,39
gamma,30,0.6,0.002697654949506978,0.002697654949506978,0.005,40
gamma,30,0.6,0.0032104692860020823,0.0032104692860020823,0.005,41
gamma,30,0.6,0.002532715664965135,0.002532715664965135,0.005,42
gamma,30,0.6,0.006278413045265989,0.009469750749539959,0.005,43
gamma,30,0.6,0.0007874121033902616,0.0007874121033902616,0.005,44
gamma,30,0.6,-0.0011353579389489995,0.0032188736671861064,0.005,45
gamma,30,0.6,0.001237144749193218,0.006657488969502547,0.005,46
gamma,30,0.6,0.0021335101194473525,0.008076605487004089,0.005,47
gamma,30,0.6,0.0009509756325759702,0.007018534343342617,0.005,48
gamma,30,0.6,0.0013298824646379315,0.007322590033039689,0.005,49
gamma,30,0.6,0.0011017977377335668,0.008234142052096128,0.005,50
gamma,30,0.6,0.0015622544901150006,0.0015622544901150006,0.005,51
gamma,30,0.6,0.0008976267534658886,0.005688604760025936,0.005,52
gamma,30,0.6,0.004988189612287617,0.010739472284115894,0.005,53
gamma,30,0.6,0.002237702137113301,0.009646075881554235,0.005,54
gamma,30,0.6,0.0037600186502763453,0.009532829278145215,0.005,55
gamma,30,0.6,0.004758935410216552,0.007516284015963687,0.005,56
gamma,30,0.6,0.0024738787736573453,0.0024738787736573453,0.005,57
gamma,30,0.6,0.0025449678834135615,0.011378417871974824,0.005,58
gamma,30,0.6,0.002965608022506731,0.008384661804084044,0.005,59
gamma,30,0.6,0.005065565269912801,0.008419497406639784,0.005,60
gamma,30,0.6,-0.0008674909254330385,0.007375491496765266,0.005,61
gamma,30,0.6,0.0011037587301876775,0.007422522583030541,0.005,62
gamma,30,0.6,0.0025895160682560822,0.006687456083495301,0.005,63
gamma,30,0.6,0.00350091546333033,0.009795218847867097,0.005,64
gamma,30,0.6,0.0023826571716353538,0.008430104925715427,0.005,65
gamma,30,0.6,0.0008098377667081054,0.0067421305767858585,0.005,66
gamma,30,0.6,0.004318679078044274,0.008707692547732083,0.005,67
