Experiment Repetition Index,"(0,KS)","(1,KS)","(2,KS)","(0,CHI2)","(1,CHI2)","(2,CHI2)"
0,0.08315765780389574,0.016845335022365973,0.009498033954113892,0.2149584798749331,0.018361448788732186,0.010060366916645287
1,0.08776493043371214,0.016066466015770053,0.008435064842215376,0.1936054822907807,0.017246382446683188,0.008881149569730407
2,0.078550385174183,0.017376590581754465,0.009436096655434004,0.2087883577826363,0.018758712697642666,0.009989334758523014
3,0.08085402148934297,0.015969575501891296,0.009058453088530755,0.23461810809257175,0.01736164750218464,0.009589076209301915
4,0.07855038517751174,0.016313168988467987,0.00910661136531757,0.2070897718566545,0.017928354636262175,0.00959192578930886
5,0.07855038517519108,0.01566230108665304,0.008428286101435964,0.22399930933323445,0.016359898227251365,0.00888707562442042
6,0.085461310404517,0.016404332296925426,0.008406185948367458,0.18664516065035597,0.01721495362758277,0.008753904651753385
7,0.07855038517490365,0.015332116309607157,0.008991538610645066,0.24860583882448992,0.016976433932738677,0.009544534016575072
8,0.0854612941187553,0.017031346472109115,0.009574481261061139,0.22322545350806894,0.018592758843723103,0.010160578454480653
9,0.07498155993283342,0.015966037379446806,0.00822552688391685,0.1906465079102635,0.016723199878057822,0.008560695017304732
10,0.0854612941187553,0.016547668252408335,0.009234283856896477,0.22129434654605754,0.018021171211284385,0.009803711073412968
11,0.07958883224909315,0.017345655587160204,0.009146666609339096,0.1775981259872349,0.019208031843891284,0.009522910723913418
12,0.08315765780391625,0.015258487716359976,0.008297152803955835,0.20904964805420564,0.016242396786023815,0.008810995484345401
13,0.08085402148925287,0.014502306403104613,0.00794746661438235,0.17813035646905243,0.016431972606680844,0.008189864381812394
14,0.07855038517655945,0.01576256760019379,0.008868585916047477,0.2329052871099163,0.016783609231705864,0.009407471916818243
15,0.08315765780389482,0.015792096834387256,0.008344092970512022,0.182691562245892,0.016786582782385265,0.008592272649472835
16,0.080854021489132,0.014508872431600489,0.00798039933027473,0.19682564301623873,0.016618540051132773,0.008589535039764177
17,0.08085402148912947,0.015164523203367797,0.008596383609068052,0.20184210085971988,0.01741538082689134,0.00911290272070333
18,0.08546129411874483,0.016549639021143755,0.00878841003691939,0.2239968859735621,0.01733149709208709,0.00935880409848725
19,0.08546129411874483,0.016517316970281422,0.008732648982680743,0.21837343294706846,0.017513955932886162,0.009328188179190525
20,0.08315765780397802,0.016649119315205924,0.008825458265451716,0.1927127044464731,0.018002635219504674,0.00924391268457933
21,0.08776493043362324,0.016405505130959976,0.0086633746043425,0.1948386373855976,0.01743833269484455,0.009030449111916678
22,0.07855038517519108,0.015369350669241371,0.008249074700532582,0.19394143678184472,0.016809365105902637,0.008658397543844207
23,0.07624674887395673,0.01557999884441585,0.008078844563762625,0.1763345116523595,0.0167769418254373,0.008291252789026855
24,0.08085402150193398,0.015916220040626716,0.009121014081682286,0.22790046523880259,0.0174772625366032,0.009689510112132028
25,0.0831576735241782,0.017574612810921486,0.009160840492397977,0.19306862730978636,0.01877738373400307,0.009648210206258948
26,0.08315765780389482,0.015918858603098867,0.008610140482545709,0.19619811188411557,0.017674102686048965,0.009132024814866066
27,0.08085402149772197,0.014502257533593998,0.008898424505584712,0.24935179193789253,0.01661761486763083,0.009455691079379379
28,0.08085402148934297,0.015585122890127374,0.008712884775507473,0.21240467733282048,0.01720932189481622,0.009296992473725809
29,0.0854612941479249,0.015509648952378677,0.008159467984863833,0.19820219937488912,0.016631662758181703,0.008636428094988557
